id,rank,score,name,course,region,jis_code,pref,city,ward,station,type,gender,review,did_pref,did_city
2645,2563,54,武相高等学校,普通科特進コース,関東,14100,神奈川県,横浜市,港北区,妙蓮寺駅,私立,男子校,3.27,94.6540436924625,97.6473537594133
2646,2563,54,三浦学苑高等学校,普通科ＩＢコース,関東,14201,神奈川県,横須賀市,,衣笠駅,私立,共学,2.4499999999999997,94.6540436924625,93.8223759141204
2647,2563,54,横浜商科大学高等学校,普通科特進コース,関東,14100,神奈川県,横浜市,旭区,鶴ヶ峰駅,私立,共学,3.02,94.6540436924625,97.6473537594133
2648,2563,54,小松大谷高等学校,普通科特進コース,中部,17203,石川県,小松市,,粟津駅,私立,共学,3.02,53.9028684551172,32.6523310988928
2649,2563,54,敦賀高等学校,普通科,中部,18202,福井県,敦賀市,,敦賀駅,公立,共学,2.9499999999999997,46.3483047167486,69.4167807792855
2650,2563,54,敦賀気比高等学校,普通科特別進学コース,中部,18202,福井県,敦賀市,,粟野駅,私立,共学,3.3099999999999996,46.3483047167486,69.4167807792855
2651,2563,54,甲府昭和高等学校,,中部,19384,山梨県,昭和町,,国母駅,公立,共学,3.18,31.4674298187349,0
2652,2563,54,日川高等学校,,中部,19205,山梨県,山梨市,,山梨市駅,公立,共学,3.3099999999999996,31.4674298187349,16.28532974428
2653,2563,54,巨摩高等学校,普通科理数創造コース,中部,19208,山梨県,南アルプス市,,市川大門駅,公立,共学,2.51,31.4674298187349,0
2654,2563,54,山梨英和高等学校,,中部,19201,山梨県,甲府市,,甲府駅,私立,女子校,3.49,31.4674298187349,78.7363324208428
2655,2563,54,山梨学院高等学校,普通科特進コースＡ(アドバンス)系列,中部,19201,山梨県,甲府市,,酒折駅,私立,共学,2.8099999999999996,31.4674298187349,78.7363324208428
2656,2563,54,伊那弥生ヶ丘高等学校,,中部,20209,長野県,伊那市,,伊那市駅,公立,共学,2.9099999999999997,35.1508365921863,14.909640831758
2657,2563,54,大町岳陽高等学校,普通科,中部,20212,長野県,大町市,,信濃大町駅,公立,共学,2.7,35.1508365921863,0
2658,2563,54,松商学園高等学校,普通科文理コース,中部,20202,長野県,松本市,,松本駅,私立,共学,3.1,35.1508365921863,61.8109436231313
2659,2563,54,加納高等学校,美術科,中部,21201,岐阜県,岐阜市,,岐阜駅,公立,共学,3.55,40.7581685737706,75.5428423800853
2660,2563,54,本巣松陽高等学校,,中部,21218,岐阜県,本巣市,,北方真桑駅,公立,共学,2.49,40.7581685737706,0
2661,2563,54,加茂高等学校,普通科,中部,21211,岐阜県,美濃加茂市,,美濃川合駅,公立,共学,2.8499999999999996,40.7581685737706,19.7763234489936
2662,2563,54,恵那高等学校,普通科,中部,21210,岐阜県,恵那市,,恵那駅,公立,共学,3.38,40.7581685737706,11.8390756478419
2663,2563,54,吉城高等学校,理数科,中部,21217,岐阜県,飛騨市,,飛騨古川駅,公立,共学,2.9499999999999997,40.7581685737706,22.2513089005236
2664,2563,54,大垣日本大学高等学校,普通科特別進学コース,中部,21202,岐阜県,大垣市,,大垣駅,私立,共学,3.3699999999999997,40.7581685737706,60.5340965088511
2665,2563,54,岐阜東高等学校,普通科進学コース,中部,21201,岐阜県,岐阜市,,長森駅,私立,共学,2.82,40.7581685737706,75.5428423800853
2666,2563,54,済美高等学校,普通科特進コース,中部,21201,岐阜県,岐阜市,,茶所駅,私立,共学,2.64,40.7581685737706,75.5428423800853
2667,2563,54,聖マリア女学院高等学校,普通科英語特修コース,中部,21201,岐阜県,岐阜市,,長森駅,私立,女子校,3.3,40.7581685737706,75.5428423800853
2668,2563,54,聖マリア女学院高等学校,普通科特別進学コース,中部,21201,岐阜県,岐阜市,,長森駅,私立,女子校,3.3,40.7581685737706,75.5428423800853
2669,2563,54,高山西高等学校,普通科特進Ⅰコース,中部,21203,岐阜県,高山市,,高山駅,私立,共学,2.99,40.7581685737706,40.8699463390943
2670,2563,54,浜松湖南高等学校,普通科,中部,22130,静岡県,浜松市,中央区,舞阪駅,公立,共学,2.94,61.5799506881258,60.6916751610562
2671,2563,54,静岡県西遠女子学園高等学校,普通科特進クラス,中部,22130,静岡県,浜松市,中央区,八幡駅,私立,女子校,3.32,61.5799506881258,60.6916751610562
2672,2563,54,静岡県西遠女子学園高等学校,普通科進学クラス,中部,22130,静岡県,浜松市,中央区,八幡駅,私立,女子校,3.32,61.5799506881258,60.6916751610562
2673,2563,54,浜松聖星高等学校,普通科理数コース,中部,22130,静岡県,浜松市,中央区,遠州病院駅,私立,共学,2.65,61.5799506881258,60.6916751610562
2674,2563,54,愛知教育大学附属高等学校,,中部,23210,愛知県,刈谷市,,富士松駅,国立,共学,2.59,78.7843681367308,81.4176319929274
2675,2563,54,明和高等学校,音楽科,中部,23100,愛知県,名古屋市,東区,東大手駅,公立,共学,3.93,78.7843681367308,98.7497941836294
2676,2563,54,東海南高等学校,,中部,23222,愛知県,東海市,,南加木屋駅,公立,共学,3.19,78.7843681367308,90.903178746254
2677,2563,54,名古屋市立菊里高等学校,音楽科,中部,23100,愛知県,名古屋市,千種区,星ヶ丘駅,公立,共学,3.92,78.7843681367308,98.7497941836294
2678,2563,54,愛知工業大学名電高等学校,科学技術科,中部,23100,愛知県,名古屋市,千種区,池下駅,私立,共学,3.49,78.7843681367308,98.7497941836294
2679,2563,54,愛知工業大学名電高等学校,情報科学科,中部,23100,愛知県,名古屋市,千種区,池下駅,私立,共学,3.49,78.7843681367308,98.7497941836294
2680,2563,54,至学館高等学校,普通科アドバンスコース,中部,23100,愛知県,名古屋市,東区,砂田橋駅,私立,共学,2.5,78.7843681367308,98.7497941836294
2681,2563,54,至学館高等学校,普通科留学コース,中部,23100,愛知県,名古屋市,東区,砂田橋駅,私立,共学,2.5,78.7843681367308,98.7497941836294
2682,2563,54,清林館高等学校,普通科文理選抜コース,中部,23232,愛知県,愛西市,,藤浪駅,私立,共学,2.61,78.7843681367308,21.4765983330319
2683,2563,54,東邦高等学校,普通科国際探究コース,中部,23100,愛知県,名古屋市,名東区,星ヶ丘駅,私立,共学,2.69,78.7843681367308,98.7497941836294
2684,2563,54,光ヶ丘女子高等学校,普通科文理・福祉コース,中部,23202,愛知県,岡崎市,,男川駅,私立,女子校,2.98,78.7843681367308,77.8829805487529
2685,2563,54,名張青峰高等学校,普通科文理探究コース,近畿,24208,三重県,名張市,,名張駅,公立,共学,2.9,43.7261545518327,56.2360087449435
2686,2563,54,玉川高等学校,,近畿,25206,滋賀県,草津市,,南草津駅,公立,共学,3.19,53.3485897807741,80.4242841160979
2687,2563,54,長浜北高等学校,,近畿,25203,滋賀県,長浜市,,長浜駅,公立,共学,2.58,53.3485897807741,30.7719384702031
2688,2563,54,近江兄弟社高等学校,普通科アーツサイエンスクラス,近畿,25204,滋賀県,近江八幡市,,近江八幡駅,私立,共学,3.05,53.3485897807741,45.1443504844555
2689,2563,54,光泉カトリック高等学校,普通科Ａコース,近畿,25206,滋賀県,草津市,,南草津駅,私立,共学,2.84,53.3485897807741,80.4242841160979
2690,2563,54,洛西高等学校,,近畿,26100,京都府,京都市,西京区,洛西口駅,公立,共学,3.09,84.4101847610263,95.5079615473693
2691,2563,54,莵道高等学校,,近畿,26204,京都府,宇治市,,黄檗駅,公立,共学,3.18,84.4101847610263,97.9184991371152
2692,2563,54,西城陽高等学校,普通科,近畿,26207,京都府,城陽市,,富野荘駅,公立,共学,2.59,84.4101847610263,90.6121409519214
2693,2563,54,京都精華学園高等学校,普通科進学Ｂコース,近畿,26100,京都府,京都市,左京区,出町柳駅,私立,共学,2.9299999999999997,84.4101847610263,95.5079615473693
2694,2563,54,京都文教高等学校,普通科特進コースクラスＢ文理専攻,近畿,26100,京都府,京都市,左京区,東山駅,私立,共学,3.13,84.4101847610263,95.5079615473693
2695,2563,54,ノートルダム女学院高等学校,普通科グローバル英語コース,近畿,26100,京都府,京都市,左京区,蹴上駅,私立,女子校,2.71,84.4101847610263,95.5079615473693
2696,2563,54,ノートルダム女学院高等学校,普通科プレップ総合コース,近畿,26100,京都府,京都市,左京区,蹴上駅,私立,女子校,2.71,84.4101847610263,95.5079615473693
2697,2563,54,香里丘高等学校,,近畿,27210,大阪府,枚方市,,光善寺駅,公立,共学,3.18,95.935960605068,97.3570876616267
2698,2563,54,狭山高等学校,,近畿,27231,大阪府,大阪狭山市,,金剛駅,公立,共学,2.72,95.935960605068,85.0723025583982
2699,2563,54,大阪ビジネスフロンティア高等学校,,近畿,27100,大阪府,大阪市,天王寺区,桃谷駅,公立,共学,3.2,95.935960605068,99.9851039742597
2700,2563,54,千里青雲高等学校,,近畿,27203,大阪府,豊中市,,千里中央駅,公立,共学,3.11,95.935960605068,100
2701,2563,54,咲くやこの花高等学校,食物文化科,近畿,27100,大阪府,大阪市,此花区,西九条駅,公立,共学,2.77,95.935960605068,99.9851039742597
2702,2563,54,東大谷高等学校,普通科進学コース,近畿,27140,大阪府,堺市,南区,泉ヶ丘駅,私立,共学,2.67,95.935960605068,95.4018647696999
2703,2563,54,追手門学院大手前高等学校,普通科特進コース,近畿,27100,大阪府,大阪市,中央区,天満橋駅,私立,共学,2.6,95.935960605068,99.9851039742597
2704,2563,54,大阪夕陽丘学園高等学校,普通科特進コースⅠ類,近畿,27100,大阪府,大阪市,天王寺区,四天王寺前夕陽ヶ丘駅,私立,共学,3.02,95.935960605068,99.9851039742597
2705,2563,54,早稲田大阪高等学校,普通科吹奏楽コース,近畿,27211,大阪府,茨木市,,豊川駅,私立,共学,2.9299999999999997,95.935960605068,96.6127967191464
2706,2563,54,城南学園高等学校,普通科特進＋(プラス)コース,近畿,27100,大阪府,大阪市,東住吉区,矢田駅,私立,女子校,3.2,95.935960605068,99.9851039742597
2707,2563,54,賢明学院高等学校,普通科特進エグゼコース,近畿,27140,大阪府,堺市,堺区,上野芝駅,私立,共学,3.23,95.935960605068,95.4018647696999
2708,2563,54,羽衣学園高等学校,普通科文理特進Ⅱ類コース,近畿,27225,大阪府,高石市,,東羽衣駅,私立,共学,2.6,95.935960605068,100
2709,2563,54,神戸市立六甲アイランド高等学校,,近畿,28100,兵庫県,神戸市,東灘区,マリンパーク駅,公立,共学,3.4299999999999997,78.7931642111018,93.9352274396257
2710,2563,54,尼崎小田高等学校,国際探求学科,近畿,28202,兵庫県,尼崎市,,尼崎駅,公立,共学,3.36,78.7931642111018,100
2711,2563,54,尼崎北高等学校,,近畿,28202,兵庫県,尼崎市,,塚口駅,公立,共学,2.84,78.7931642111018,100
2712,2563,54,宝塚西高等学校,普通科,近畿,28214,兵庫県,宝塚市,,宝塚南口駅,公立,共学,2.88,78.7931642111018,94.7684072922555
2713,2563,54,伊丹市立伊丹高等学校,普通科ｸﾞﾛｰﾊﾞﾙｺﾐｭﾆｹｰｼｮﾝｺｰｽ,近畿,28207,兵庫県,伊丹市,,伊丹駅,公立,共学,2.66,78.7931642111018,99.9162200082771
2714,2563,54,伊丹北高等学校,,近畿,28207,兵庫県,伊丹市,,中山寺駅,公立,共学,2.63,78.7931642111018,99.9162200082771
2715,2563,54,市川高等学校,普通科アドバンスコース,近畿,28442,兵庫県,市川町,,甘地駅,私立,共学,3.01,78.7931642111018,0
2716,2563,54,松蔭高等学校,,近畿,28100,兵庫県,神戸市,灘区,王子公園駅,私立,女子校,3.21,78.7931642111018,93.9352274396257
2717,2563,54,姫路女学院高等学校,普通科特別進学国際教養コース,近畿,28201,兵庫県,姫路市,,姫路駅,私立,女子校,2.34,78.7931642111018,74.0061640543266
2718,2563,54,奈良県立大学附属高等学校,,近畿,29201,奈良県,奈良市,,西ノ京駅,公立,共学,3.71,67.0351906003369,87.0518568649014
2719,2563,54,桜井高等学校,普通科一般コース,近畿,29206,奈良県,桜井市,,桜井駅,公立,共学,3.3299999999999996,67.0351906003369,45.3123575842645
2720,2563,54,奈良大学附属高等学校,普通科特進コースⅠ類,近畿,29201,奈良県,奈良市,,平城駅,私立,共学,2.59,67.0351906003369,87.0518568649014
2721,2563,54,那賀高等学校,普通科,近畿,30209,和歌山県,岩出市,,岩出駅,公立,共学,3.08,37.7452893178291,0
2722,2563,54,星林高等学校,国際交流科,近畿,30201,和歌山県,和歌山市,,和歌山港駅,公立,共学,2.8499999999999996,37.7452893178291,76.9721553336006
2723,2563,54,松柏学院倉吉北高等学校,普通科特別進学コース,中国,31203,鳥取県,倉吉市,,倉吉駅,私立,共学,3.59,38.0698111877877,31.6811874798322
2724,2563,54,大社高等学校,普通科,中国,32203,島根県,出雲市,,浜山公園北口駅,公立,共学,2.78,25.5975778020819,22.2503255679352
2725,2563,54,倉敷中央高等学校,看護科,中国,33202,岡山県,倉敷市,,福井駅,公立,共学,3.11,48.6021736551806,64.35738486953
2726,2563,54,玉野光南高等学校,普通科[単位制],中国,33204,岡山県,玉野市,,八浜駅,公立,共学,2.62,48.6021736551806,28.1580018043198
2727,2563,54,山陽学園高等学校,普通科特別進学コース発展プログラム,中国,33100,岡山県,岡山市,中区,門田屋敷駅,私立,共学,3.34,48.6021736551806,69.7364807897435
2728,2563,54,三原高等学校,,中国,34204,広島県,三原市,,三原駅,公立,共学,2.9,65.4047466480361,49.335894803087
2729,2563,54,広陵高等学校,普通科特別進学コース,中国,34100,広島県,広島市,安佐南区,伴駅,私立,共学,2.4499999999999997,65.4047466480361,86.5367094342388
2730,2563,54,呉港高等学校,普通科特進コース,中国,34202,広島県,呉市,,広駅,私立,共学,2.49,65.4047466480361,66.4992171189979
2731,2563,54,広島工業大学高等学校,普通科特別進学類型,中国,34100,広島県,広島市,西区,修大協創中高前駅,私立,共学,2.9099999999999997,65.4047466480361,86.5367094342388
2732,2563,54,西京高等学校,普通科,中国,35203,山口県,山口市,,矢原駅,公立,共学,2.71,50.9437364527193,51.0331707618861
2733,2563,54,城北高等学校,理数科学科,四国,36201,徳島県,徳島市,,佐古駅,公立,共学,2.8699999999999997,33.6235110671953,70.6150377786847
2734,2563,54,高松工芸高等学校,美術科,四国,37201,香川県,高松市,,昭和町駅,公立,共学,3.57,33.1380150782325,51.1499511372564
2735,2563,54,高松北高等学校,,四国,37201,香川県,高松市,,大町駅,公立,共学,2.75,33.1380150782325,51.1499511372564
2736,2563,54,尽誠学園高等学校,普通科特別進学コース,四国,37204,香川県,善通寺市,,善通寺駅,私立,共学,2.59,33.1380150782325,27.235939426512
2737,2563,54,中村高等学校,,四国,39210,高知県,四万十市,,中村駅,公立,共学,2.7,44.322492108045,31.3207316327155
2738,2563,54,小倉工業高等学校,電気系,九州・沖縄,40100,福岡県,北九州市,小倉北区,南小倉駅,公立,共学,3.05,73.7395754100998,90.7656739035749
2739,2563,54,福岡県立福岡工業高等学校,機械工学科,九州・沖縄,40130,福岡県,福岡市,早良区,藤崎駅,公立,共学,3.3899999999999997,73.7395754100998,97.0081096904475
2740,2563,54,福岡県立福岡工業高等学校,工業進学科,九州・沖縄,40130,福岡県,福岡市,早良区,藤崎駅,公立,共学,3.3899999999999997,73.7395754100998,97.0081096904475
2741,2563,54,八女工業高等学校,自動車科,九州・沖縄,40211,福岡県,筑後市,,羽犬塚駅,公立,共学,2.67,73.7395754100998,27.1734900772114
2742,2563,54,八女工業高等学校,工業化学科,九州・沖縄,40211,福岡県,筑後市,,羽犬塚駅,公立,共学,2.67,73.7395754100998,27.1734900772114
2743,2563,54,八女工業高等学校,土木科,九州・沖縄,40211,福岡県,筑後市,,羽犬塚駅,公立,共学,2.67,73.7395754100998,27.1734900772114
2744,2563,54,北九州市立高等学校,普通科,九州・沖縄,40100,福岡県,北九州市,戸畑区,戸畑駅,公立,共学,2.92,73.7395754100998,90.7656739035749
2745,2563,54,久留米市立久留米商業高等学校,経営科学科経営情報コース,九州・沖縄,40203,福岡県,久留米市,,久留米高校前駅,公立,共学,3.61,73.7395754100998,62.2690527370795
2746,2563,54,久留米市立久留米商業高等学校,経営科学科大学進学コース,九州・沖縄,40203,福岡県,久留米市,,久留米高校前駅,公立,共学,3.61,73.7395754100998,62.2690527370795
2747,2563,54,高稜高等学校,普通科特別進学コースS特進クラス,九州・沖縄,40100,福岡県,北九州市,若松区,二島駅,私立,共学,3.1,73.7395754100998,90.7656739035749
2748,2563,54,東海大学付属福岡高等学校,普通科スーパー特進アスリートコース,九州・沖縄,40220,福岡県,宗像市,,赤間駅,私立,共学,3.23,73.7395754100998,62.9424790153973
2749,2563,54,博多女子高等学校,普通科特別進学コース,九州・沖縄,40130,福岡県,福岡市,東区,馬出九大病院前駅,私立,女子校,3.26,73.7395754100998,97.0081096904475
2750,2563,54,福岡大学附属若葉高等学校,普通科高大一貫コース,九州・沖縄,40130,福岡県,福岡市,中央区,唐人町駅,私立,共学,3.3699999999999997,73.7395754100998,97.0081096904475
2751,2563,54,福岡雙葉高等学校,普通科進学コース,九州・沖縄,40130,福岡県,福岡市,中央区,桜坂駅,私立,女子校,3.48,73.7395754100998,97.0081096904475
2752,2563,54,佐賀商業高等学校,商業科・グローバルビジネス科,九州・沖縄,41201,佐賀県,佐賀市,,佐賀駅,公立,共学,3.5,34.8611484246564,59.6054024629127
2753,2563,54,佐賀商業高等学校,情報処理科,九州・沖縄,41201,佐賀県,佐賀市,,佐賀駅,公立,共学,3.5,34.8611484246564,59.6054024629127
2754,2563,54,長崎南山高等学校,普通科グローバルコース,九州・沖縄,42201,長崎県,長崎市,,岩屋橋駅,私立,男子校,3.3899999999999997,48.1089553819695,71.0926920839465
2755,2563,54,熊本市立必由館高等学校,文理総合探究科芸術コース,九州・沖縄,43100,熊本県,熊本市,中央区,黒髪町駅,公立,共学,3.15,49.8099005868374,80.7979806865936
2756,2563,54,熊本国府高等学校,普通科特進コース,九州・沖縄,43100,熊本県,熊本市,中央区,国府駅,私立,共学,3.21,49.8099005868374,80.7979806865936
2757,2563,54,東海大学付属熊本星翔高等学校,普通科特進クラス,九州・沖縄,43100,熊本県,熊本市,東区,東海学園前駅,私立,共学,3.14,49.8099005868374,80.7979806865936
2758,2563,54,別府翔青高等学校,普通科,九州・沖縄,44202,大分県,別府市,,別府駅,公立,共学,3.27,48.7423610938095,87.5885571578464
2759,2563,54,佐土原高等学校,電子機械科,九州・沖縄,45201,宮崎県,宮崎市,,佐土原駅,公立,共学,3.28,47.646637546093,69.1049212760285
2760,2563,54,佐土原高等学校,通信工学科,九州・沖縄,45201,宮崎県,宮崎市,,佐土原駅,公立,共学,3.28,47.646637546093,69.1049212760285
2761,2563,54,佐土原高等学校,産業デザイン科,九州・沖縄,45201,宮崎県,宮崎市,,佐土原駅,公立,共学,3.28,47.646637546093,69.1049212760285
2762,2563,54,延岡星雲高等学校,フロンティア科,九州・沖縄,45203,宮崎県,延岡市,,延岡駅,公立,共学,2.94,47.646637546093,66.5895231177256
2763,2563,54,松陽高等学校,普通科,九州・沖縄,46201,鹿児島県,鹿児島市,,上伊集院駅,公立,共学,3.32,41.5992761872142,80.6751662373046
2764,2563,54,鹿児島工業高等学校,工業Ⅰ類,九州・沖縄,46201,鹿児島県,鹿児島市,,市役所前駅,公立,共学,3.4499999999999997,41.5992761872142,80.6751662373046
2765,2563,54,鹿児島工業高等学校,工業Ⅱ類,九州・沖縄,46201,鹿児島県,鹿児島市,,市役所前駅,公立,共学,3.4499999999999997,41.5992761872142,80.6751662373046
2766,2563,54,伊集院高等学校,,九州・沖縄,46216,鹿児島県,日置市,,伊集院駅,公立,共学,2.74,41.5992761872142,10.9770322142812
2767,2563,54,出水高等学校,,九州・沖縄,46208,鹿児島県,出水市,,西出水駅,公立,共学,2.6,41.5992761872142,0
2768,2563,54,名護高等学校,フロンティア科,九州・沖縄,47209,沖縄県,名護市,,儀保駅,公立,共学,3.47,69.727015018944,50.6230921735847
2769,2563,54,普天間高等学校,,九州・沖縄,47205,沖縄県,宜野湾市,,儀保駅,公立,共学,3.68,69.727015018944,98.7625468164794
2770,2563,54,那覇高等学校,,九州・沖縄,47201,沖縄県,那覇市,,県庁前駅,公立,共学,3.4499999999999997,69.727015018944,99.6709956709957
2771,2563,54,立花学園高等学校,普通科特進コース,関東,14363,神奈川県,松田町,,新松田駅,私立,共学,2.4299999999999997,94.6540436924625,73.8741232927279
2772,2772,53,札幌白石高等学校,,北海道,1100,北海道,札幌市,白石区,平和駅,公立,共学,3.26,76.0440292813976,97.0934354247376
2773,2772,53,苫小牧南高等学校,,北海道,1213,北海道,苫小牧市,,錦岡駅,公立,共学,2.54,76.0440292813976,83.5456431901148
2774,2772,53,旭川商業高等学校,流通ビジネス科,北海道,1204,北海道,旭川市,,旭川駅,公立,共学,3.27,76.0440292813976,93.0881915300663
2775,2772,53,旭川商業高等学校,国際ビジネス科,北海道,1204,北海道,旭川市,,旭川駅,公立,共学,3.27,76.0440292813976,93.0881915300663
2776,2772,53,旭川商業高等学校,会計科,北海道,1204,北海道,旭川市,,旭川駅,公立,共学,3.27,76.0440292813976,93.0881915300663
2777,2772,53,旭川商業高等学校,情報処理科,北海道,1204,北海道,旭川市,,旭川駅,公立,共学,3.27,76.0440292813976,93.0881915300663
2778,2772,53,旭川南高等学校,,北海道,1204,北海道,旭川市,,西御料駅,公立,共学,3.14,76.0440292813976,93.0881915300663
2779,2772,53,釧路江南高等学校,,北海道,1206,北海道,釧路市,,釧路駅,公立,共学,2.73,76.0440292813976,89.7478146561908
2780,2772,53,旭川藤星高等学校,普通科特進コース,北海道,1204,北海道,旭川市,,新旭川駅,私立,共学,3.11,76.0440292813976,93.0881915300663
2781,2772,53,札幌大谷高等学校,普通科個性探求Ｇコース,北海道,1100,北海道,札幌市,東区,東区役所前駅,私立,共学,2.74,76.0440292813976,97.0934354247376
2782,2772,53,札幌日本大学高等学校,普通科総合進学コース,北海道,1234,北海道,北広島市,,上野幌駅,私立,共学,3.1,76.0440292813976,86.4055972907462
2783,2772,53,青森北高等学校,普通科,東北,2201,青森県,青森市,,油川駅,公立,共学,2.49,47.4176564479024,79.6807319980232
2784,2772,53,木造高等学校,,東北,2209,青森県,つがる市,,木造駅,公立,共学,3.19,47.4176564479024,0
2785,2772,53,八戸工業高等学校,機械科,東北,2203,青森県,八戸市,,小中野駅,公立,共学,2.73,47.4176564479024,70.3869480563078
2786,2772,53,三沢高等学校,,東北,2207,青森県,三沢市,,三沢駅,公立,共学,3.2,47.4176564479024,56.1427257866776
2787,2772,53,千葉学園高等学校,看護科,東北,2203,青森県,八戸市,,本八戸駅,私立,女子校,3.15,47.4176564479024,70.3869480563078
2788,2772,53,不来方高等学校,普通科人文・理数学系,東北,3322,岩手県,矢巾町,,矢幅駅,公立,共学,3.3299999999999996,33.0635901180801,45.3735386370117
2789,2772,53,黒沢尻北高等学校,,東北,3206,岩手県,北上市,,柳原駅,公立,共学,3.03,33.0635901180801,34.5306034714386
2790,2772,53,気仙沼高等学校,,東北,4205,宮城県,気仙沼市,,気仙沼駅,公立,共学,2.98,65.5508523907079,9.46898457814774
2791,2772,53,尚絅学院高等学校,普通科文理進学コース,東北,4100,宮城県,仙台市,青葉区,国際センター駅,私立,共学,2.8899999999999997,65.5508523907079,91.589435253268
2792,2772,53,聖ドミニコ学院高等学校,普通科特別進学コース,東北,4100,宮城県,仙台市,青葉区,国際センター駅,私立,女子校,3.49,65.5508523907079,91.589435253268
2793,2772,53,常盤木学園高等学校,普通科国際教養コース,東北,4100,宮城県,仙台市,青葉区,東照宮駅,私立,女子校,3.26,65.5508523907079,91.589435253268
2794,2772,53,秋田西高等学校,,東北,5211,秋田県,潟上市,,追分駅,公立,共学,3.14,35.5078988892155,0
2795,2772,53,秋田市立秋田商業高等学校,,東北,5201,秋田県,秋田市,,新屋駅,公立,共学,3.4499999999999997,35.5078988892155,79.8288437036844
2796,2772,53,山辺高等学校,看護科,東北,6301,山形県,山辺町,,羽前山辺駅,公立,共学,3.4499999999999997,46.1041715237536,52.7140255009107
2797,2772,53,福島商業高等学校,経営ビジネス科,東北,7201,福島県,福島市,,卸町駅,公立,共学,2.66,42.1742441434207,65.4505063797123
2798,2772,53,福島商業高等学校,会計ビジネス科,東北,7201,福島県,福島市,,卸町駅,公立,共学,2.66,42.1742441434207,65.4505063797123
2799,2772,53,福島工業高等学校,情報電子科,東北,7201,福島県,福島市,,美術館図書館前駅,公立,共学,2.63,42.1742441434207,65.4505063797123
2800,2772,53,いわき湯本高等学校,,東北,7204,福島県,いわき市,,湯本駅,公立,共学,3.13,42.1742441434207,43.2498025116315
2801,2772,53,勝田高等学校,,関東,8221,茨城県,ひたちなか市,,佐和駅,公立,共学,2.54,40.7899312489078,66.9334082679252
2802,2772,53,霞ヶ浦高等学校,普通科特進コースＺクラス,関東,8443,茨城県,阿見町,,土浦駅,私立,共学,3.09,40.7899312489078,57.7183696167075
2803,2772,53,大成女子高等学校,看護科,関東,8201,茨城県,水戸市,,偕楽園駅,私立,女子校,3.17,40.7899312489078,64.3367752184273
2804,2772,53,つくば秀英高等学校,普通科進学Ｔコース,関東,8220,茨城県,つくば市,,万博記念公園駅,私立,共学,3.34,40.7899312489078,38.263895785745
2805,2772,53,宇都宮工業高等学校,機械システム系,関東,9201,栃木県,宇都宮市,,雀宮駅,公立,共学,3.4,48.0620191128865,77.8044440846099
2806,2772,53,宇都宮工業高等学校,電気情報システム系,関東,9201,栃木県,宇都宮市,,雀宮駅,公立,共学,3.4,48.0620191128865,77.8044440846099
2807,2772,53,宇都宮商業高等学校,商業科,関東,9201,栃木県,宇都宮市,,宇都宮駅,公立,共学,2.8499999999999996,48.0620191128865,77.8044440846099
2808,2772,53,矢板中央高等学校,普通科特進コース,関東,9211,栃木県,矢板市,,矢板駅,私立,共学,2.52,48.0620191128865,31.9204235520616
2809,2772,53,高崎東高等学校,,関東,10202,群馬県,高崎市,,倉賀野駅,公立,共学,2.56,41.7466775995173,54.0937279642226
2810,2772,53,館林高等学校,,関東,10207,群馬県,館林市,,成島駅,公立,男子校,3.15,41.7466775995173,52.5355535194997
2811,2772,53,前橋市立前橋高等学校,,関東,10201,群馬県,前橋市,,三俣駅,公立,共学,2.9099999999999997,41.7466775995173,59.4672872716763
2812,2772,53,関東学園大学附属高等学校,普通科特別進学コース,関東,10207,群馬県,館林市,,成島駅,私立,共学,3.03,41.7466775995173,52.5355535194997
2813,2772,53,樹徳高等学校,普通科Ｓ(大学進学)コース,関東,10203,群馬県,桐生市,,桐生駅,私立,共学,2.9299999999999997,41.7466775995173,63.6300436845319
2814,2772,53,新島学園高等学校,,関東,10211,群馬県,安中市,,安中駅,私立,共学,2.8699999999999997,41.7466775995173,0
2815,2772,53,草加高等学校,,関東,11221,埼玉県,草加市,,獨協大学前〈草加松原〉駅,公立,共学,2.3499999999999996,81.6736001764522,99.1764127843289
2816,2772,53,秩父高等学校,,関東,11207,埼玉県,秩父市,,御花畑駅,公立,共学,2.68,81.6736001764522,44.0007373395449
2817,2772,53,川越市立川越高等学校,国際経済科,関東,11201,埼玉県,川越市,,川越駅,公立,共学,3.49,81.6736001764522,80.9454241886674
2818,2772,53,越谷総合技術高等学校,食物調理科,関東,11222,埼玉県,越谷市,,越谷駅,公立,共学,3.14,81.6736001764522,91.0886625822183
2819,2772,53,草加南高等学校,外国語科,関東,11221,埼玉県,草加市,,谷塚駅,公立,共学,3.09,81.6736001764522,99.1764127843289
2820,2772,53,南稜高等学校,外国語科,関東,11224,埼玉県,戸田市,,北戸田駅,公立,共学,2.55,81.6736001764522,99.9850957068538
2821,2772,53,大宮光陵高等学校,美術科,関東,11100,埼玉県,さいたま市,西区,西大宮駅,公立,共学,2.77,81.6736001764522,93.9118974339608
2822,2772,53,大宮光陵高等学校,音楽科,関東,11100,埼玉県,さいたま市,西区,西大宮駅,公立,共学,2.77,81.6736001764522,93.9118974339608
2823,2772,53,芸術総合高等学校,映像芸術科,関東,11208,埼玉県,所沢市,,西武球場前駅,公立,共学,3.5,81.6736001764522,89.1585684918707
