id,rank,score,name,course,region,jis_code,pref,city,ward,station,type,gender,review,did_pref,did_city
1,1,78,灘高等学校,,近畿,28100,兵庫県,神戸市,東灘区,魚崎駅,私立,男子校,4.74,78.7931642111018,93.9352274396257
2,2,77,お茶の水女子大学附属高等学校,,関東,13105,東京都,文京区,,護国寺駅,国立,女子校,4.18,98.5507482633681,100
3,2,77,筑波大学附属高等学校,,関東,13105,東京都,文京区,,護国寺駅,国立,共学,4.39,98.5507482633681,100
4,2,77,筑波大学附属駒場高等学校,,関東,13112,東京都,世田谷区,,駒場東大前駅,国立,男子校,4.53,98.5507482633681,100
5,2,77,開成高等学校,,関東,13118,東京都,荒川区,,西日暮里駅,私立,男子校,4.88,98.5507482633681,100
6,2,77,ラ・サール高等学校,,九州・沖縄,46201,鹿児島県,鹿児島市,,谷山駅,私立,男子校,3.93,41.5992761872142,80.6751662373046
7,7,76,慶應義塾女子高等学校,,関東,13103,東京都,港区,,麻布十番駅,私立,女子校,3.92,98.5507482633681,100
8,7,76,膳所高等学校,理数科,近畿,25201,滋賀県,大津市,,膳所本町駅,公立,共学,4.2700000000000005,53.3485897807741,81.2397484568349
9,9,75,慶應義塾志木高等学校,,関東,11228,埼玉県,志木市,,志木駅,私立,男子校,4.05,81.6736001764522,99.4677886019165
10,9,75,早稲田大学本庄高等学院,,関東,11211,埼玉県,本庄市,,本庄駅,私立,共学,4.06,81.6736001764522,57.42086573585
11,9,75,東京学芸大学附属高等学校,,関東,13112,東京都,世田谷区,,学芸大学駅,国立,共学,4.34,98.5507482633681,100
12,9,75,早稲田大学系属早稲田実業学校高等部,,関東,13214,東京都,国分寺市,,国分寺駅,私立,共学,4.02,98.5507482633681,100
13,9,75,早稲田大学高等学院,,関東,13120,東京都,練馬区,,上石神井駅,私立,男子校,4.29,98.5507482633681,100
14,9,75,慶應義塾高等学校,,関東,14100,神奈川県,横浜市,港北区,日吉駅,私立,男子校,4.49,94.6540436924625,97.6473537594133
15,9,75,慶應義塾湘南藤沢高等部,,関東,14205,神奈川県,藤沢市,,香川駅,私立,共学,3.87,94.6540436924625,94.1726462274408
16,9,75,北野高等学校,,近畿,27100,大阪府,大阪市,淀川区,十三駅,公立,共学,4.54,95.935960605068,99.9851039742597
17,9,75,大阪星光学院高等学校,,近畿,27100,大阪府,大阪市,天王寺区,四天王寺前夕陽ヶ丘駅,私立,男子校,4.2,95.935960605068,99.9851039742597
18,9,75,神戸高等学校,総合理学科,近畿,28100,兵庫県,神戸市,灘区,王子公園駅,公立,共学,4,78.7931642111018,93.9352274396257
19,9,75,西大和学園高等学校,普通科東大・京大・国公医コース,近畿,29427,奈良県,河合町,,大輪田駅,私立,共学,4.42,67.0351906003369,58.9493477494418
20,9,75,広島大学附属福山高等学校,,中国,34207,広島県,福山市,,東福山駅,国立,共学,4.02,65.4047466480361,57.4124053543922
21,9,75,久留米大学附設高等学校,,九州・沖縄,40203,福岡県,久留米市,,久留米大学前駅,私立,共学,4.119999999999999,73.7395754100998,62.2690527370795
22,9,75,青雲高等学校,,九州・沖縄,42308,長崎県,時津町,,道ノ尾駅,私立,共学,3.67,48.1089553819695,66.1269981935308
23,23,74,大宮高等学校,理数科,関東,11100,埼玉県,さいたま市,大宮区,さいたま新都心駅,公立,共学,4.34,81.6736001764522,93.9118974339608
24,23,74,栄東高等学校,普通科東医クラス,関東,11100,埼玉県,さいたま市,見沼区,東大宮駅,私立,共学,3.66,81.6736001764522,93.9118974339608
25,23,74,渋谷教育学園幕張高等学校,,関東,12100,千葉県,千葉市,美浜区,海浜幕張駅,私立,共学,4.56,76.754353582158,91.4787512398059
26,23,74,横浜翠嵐高等学校,,関東,14100,神奈川県,横浜市,神奈川区,三ツ沢下町駅,公立,共学,4.2700000000000005,94.6540436924625,97.6473537594133
27,23,74,天王寺高等学校,,近畿,27100,大阪府,大阪市,阿倍野区,美章園駅,公立,共学,4.33,95.935960605068,99.9851039742597
28,23,74,広島大学附属高等学校,,中国,34100,広島県,広島市,南区,広大附属学校前駅,国立,共学,4.159999999999999,65.4047466480361,86.5367094342388
29,23,74,AICJ高等学校,普通科ＩＢディプロマコース,中国,34100,広島県,広島市,安佐南区,下祇園駅,私立,共学,3.72,65.4047466480361,86.5367094342388
30,23,74,愛光高等学校,,四国,38201,愛媛県,松山市,,西衣山駅,私立,共学,3.8,53.9999895118595,83.6358941454483
31,23,74,熊本高等学校,,九州・沖縄,43100,熊本県,熊本市,中央区,水前寺駅,公立,共学,4.45,49.8099005868374,80.7979806865936
32,32,73,水戸第一高等学校,,関東,8201,茨城県,水戸市,,水戸駅,公立,共学,4.2700000000000005,40.7899312489078,64.3367752184273
33,32,73,浦和高等学校,,関東,11100,埼玉県,さいたま市,浦和区,北浦和駅,公立,男子校,4.59,81.6736001764522,93.9118974339608
34,32,73,開智高等学校,普通科Ｔコース,関東,11100,埼玉県,さいたま市,岩槻区,東岩槻駅,私立,共学,3.73,81.6736001764522,93.9118974339608
35,32,73,千葉高等学校,,関東,12100,千葉県,千葉市,中央区,県庁前駅,公立,共学,4.39,76.754353582158,91.4787512398059
36,32,73,船橋高等学校,普通科[単位制],関東,12204,千葉県,船橋市,,東船橋駅,公立,共学,4.3,76.754353582158,96.0362851858823
37,32,73,市川高等学校,,関東,12203,千葉県,市川市,,鬼越駅,私立,共学,3.83,76.754353582158,97.9121197722459
38,32,73,日比谷高等学校,,関東,13101,東京都,千代田区,,赤坂見附駅,公立,共学,4.46,98.5507482633681,100
39,32,73,国立高等学校,,関東,13215,東京都,国立市,,谷保駅,公立,共学,4.45,98.5507482633681,98.4804874886555
40,32,73,湘南高等学校,,関東,14205,神奈川県,藤沢市,,藤沢本町駅,公立,共学,4.41,94.6540436924625,94.1726462274408
41,32,73,新潟高等学校,理数科,中部,15100,新潟県,新潟市,中央区,白山駅,公立,共学,4.13,50.8355623475881,75.204206391942
42,32,73,洛南高等学校,普通科空パラダイムコース,近畿,26100,京都府,京都市,南区,東寺駅,私立,共学,4.109999999999999,84.4101847610263,95.5079615473693
43,32,73,大阪教育大学附属高等学校池田校舎,,近畿,27204,大阪府,池田市,,池田駅,国立,共学,3.96,95.935960605068,91.549912851333
44,32,73,大阪教育大学附属高等学校天王寺校舎,,近畿,27100,大阪府,大阪市,天王寺区,寺田町駅,国立,共学,3.9,95.935960605068,99.9851039742597
45,32,73,三国丘高等学校,,近畿,27140,大阪府,堺市,堺区,堺東駅,公立,共学,4.109999999999999,95.935960605068,95.4018647696999
46,32,73,清風南海高等学校,,近畿,27225,大阪府,高石市,,北助松駅,私立,共学,3.77,95.935960605068,100
47,32,73,四天王寺高等学校,普通科文理選抜コース,近畿,27100,大阪府,大阪市,天王寺区,四天王寺前夕陽ヶ丘駅,私立,女子校,3.59,95.935960605068,99.9851039742597
48,32,73,長田高等学校,普通／人文・数理探求,近畿,28100,兵庫県,神戸市,長田区,高速長田駅,公立,共学,4.21,78.7931642111018,93.9352274396257
49,32,73,白陵高等学校,,近畿,28216,兵庫県,高砂市,,曽根駅,私立,共学,3.85,78.7931642111018,89.2934497617473
50,32,73,智辯学園和歌山高等学校,普通科編入コース,近畿,30201,和歌山県,和歌山市,,黒江駅,私立,共学,3.78,37.7452893178291,76.9721553336006
51,32,73,AICJ高等学校,普通科東医コース,中国,34100,広島県,広島市,安佐南区,下祇園駅,私立,共学,3.72,65.4047466480361,86.5367094342388
52,32,73,修猷館高等学校,,九州・沖縄,40130,福岡県,福岡市,早良区,西新駅,公立,共学,4.430000000000001,73.7395754100998,97.0081096904475
53,32,73,済々黌高等学校,,九州・沖縄,43100,熊本県,熊本市,中央区,坪井川公園駅,公立,共学,3.92,49.8099005868374,80.7979806865936
54,32,73,鶴丸高等学校,,九州・沖縄,46201,鹿児島県,鹿児島市,,鹿児島中央駅,公立,共学,4.119999999999999,41.5992761872142,80.6751662373046
55,32,73,樟南高等学校,普通科文理コース,九州・沖縄,46201,鹿児島県,鹿児島市,,鹿児島中央駅,私立,共学,3.25,41.5992761872142,80.6751662373046
56,56,72,札幌南高等学校,,北海道,1100,北海道,札幌市,中央区,山鼻１９条駅,公立,共学,4.470000000000001,76.0440292813976,97.0934354247376
57,56,72,土浦第一高等学校,,関東,8203,茨城県,土浦市,,土浦駅,公立,共学,4.26,40.7899312489078,59.3254219632023
58,56,72,宇都宮高等学校,,関東,9201,栃木県,宇都宮市,,鶴田駅,公立,男子校,3.91,48.0620191128865,77.8044440846099
59,56,72,浦和第一女子高等学校,,関東,11100,埼玉県,さいたま市,浦和区,浦和駅,公立,女子校,4.13,81.6736001764522,93.9118974339608
60,56,72,栄東高等学校,普通科αクラス,関東,11100,埼玉県,さいたま市,見沼区,東大宮駅,私立,共学,3.66,81.6736001764522,93.9118974339608
61,56,72,西武学園文理高等学校,普通科グローバル選抜クラス,関東,11215,埼玉県,狭山市,,笠幡駅,私立,共学,3.4299999999999997,81.6736001764522,85.5990961607005
62,56,72,昭和学院秀英高等学校,,関東,12100,千葉県,千葉市,美浜区,海浜幕張駅,私立,共学,4.04,76.754353582158,91.4787512398059
63,56,72,都立西高等学校,,関東,13115,東京都,杉並区,,久我山駅,公立,共学,4.42,98.5507482633681,100
64,56,72,巣鴨高等学校,,関東,13116,東京都,豊島区,,大塚駅,私立,男子校,3.91,98.5507482633681,100
65,56,72,明治大学付属明治高等学校,,関東,13208,東京都,調布市,,西調布駅,私立,共学,3.49,98.5507482633681,100
66,56,72,新潟高等学校,普通科,中部,15100,新潟県,新潟市,中央区,白山駅,公立,共学,4.13,50.8355623475881,75.204206391942
67,56,72,金沢大学附属高等学校,,中部,17201,石川県,金沢市,,野町駅,国立,共学,3.87,53.9028684551172,86.1775613378406
68,56,72,金沢泉丘高等学校,理数科,中部,17201,石川県,金沢市,,野町駅,公立,共学,4.52,53.9028684551172,86.1775613378406
69,56,72,東海高等学校,,中部,23100,愛知県,名古屋市,東区,車道駅,私立,男子校,4.35,78.7843681367308,98.7497941836294
70,56,72,四日市高等学校,普通科国際科学コース,近畿,24202,三重県,四日市市,,近鉄富田駅,公立,共学,4.3,43.7261545518327,67.4301954004924
71,56,72,膳所高等学校,普通科,近畿,25201,滋賀県,大津市,,膳所本町駅,公立,共学,4.2700000000000005,53.3485897807741,81.2397484568349
72,56,72,京都市立堀川高等学校,人間探究科・自然探究科,近畿,26100,京都府,京都市,中京区,大宮駅,公立,共学,3.86,84.4101847610263,95.5079615473693
73,56,72,大手前高等学校,,近畿,27100,大阪府,大阪市,中央区,天満橋駅,公立,共学,3.86,95.935960605068,99.9851039742597
74,56,72,茨木高等学校,,近畿,27211,大阪府,茨木市,,茨木市駅,公立,共学,4.18,95.935960605068,96.6127967191464
75,56,72,桃山学院高等学校,普通科Ｓ英数コース,近畿,27100,大阪府,大阪市,阿倍野区,昭和町駅,私立,共学,3.68,95.935960605068,99.9851039742597
76,56,72,清教学園高等学校,普通科Ｓ特進理系コース,近畿,27216,大阪府,河内長野市,,河内長野駅,私立,共学,3.66,95.935960605068,66.3051174133659
77,56,72,長田高等学校,普通科,近畿,28100,兵庫県,神戸市,長田区,高速長田駅,公立,共学,4.21,78.7931642111018,93.9352274396257
78,56,72,姫路西高等学校,国際理学科,近畿,28201,兵庫県,姫路市,,野里駅,公立,共学,4.17,78.7931642111018,74.0061640543266
79,56,72,帝塚山高等学校,普通科男子英数コース,近畿,29201,奈良県,奈良市,,学園前駅,私立,共学,3.86,67.0351906003369,87.0518568649014
80,56,72,帝塚山高等学校,普通科女子英数コース,近畿,29201,奈良県,奈良市,,学園前駅,私立,共学,3.86,67.0351906003369,87.0518568649014
81,56,72,岡山白陵高等学校,,中国,33213,岡山県,赤磐市,,熊山駅,私立,共学,3.49,48.6021736551806,32.507442394693
82,56,72,徳島市立高等学校,理数科,四国,36201,徳島県,徳島市,,阿波富田駅,公立,共学,3.91,33.6235110671953,70.6150377786847
83,56,72,福岡高等学校,,九州・沖縄,40130,福岡県,福岡市,博多区,千代県庁口駅,公立,共学,4.109999999999999,73.7395754100998,97.0081096904475
84,56,72,筑紫丘高等学校,理数科,九州・沖縄,40130,福岡県,福岡市,南区,大橋駅,公立,共学,4.24,73.7395754100998,97.0081096904475
85,56,72,明善高等学校,理数科,九州・沖縄,40203,福岡県,久留米市,,久留米駅,公立,共学,4.18,73.7395754100998,62.2690527370795
86,56,72,長崎西高等学校,普通科理系コース,九州・沖縄,42201,長崎県,長崎市,,浦上駅,公立,共学,4.05,48.1089553819695,71.0926920839465
87,56,72,関西大倉高等学校,普通科特進Ｓコース,近畿,27211,大阪府,茨木市,,彩都西駅,私立,共学,3.4299999999999997,95.935960605068,96.6127967191464
88,88,71,札幌光星高等学校,普通科ステラコース,北海道,1100,北海道,札幌市,東区,東区役所前駅,私立,共学,3.5,76.0440292813976,97.0934354247376
89,88,71,青森高等学校,,東北,2201,青森県,青森市,,筒井駅,公立,共学,3.81,47.4176564479024,79.6807319980232
90,88,71,仙台第二高等学校,,東北,4100,宮城県,仙台市,青葉区,国際センター駅,公立,共学,4.51,65.5508523907079,91.589435253268
91,88,71,江戸川学園取手高等学校,普通科医科コース,関東,8217,茨城県,取手市,,新取手駅,私立,共学,3.86,40.7899312489078,73.6156289464621
92,88,71,作新学院高等学校,トップ英進部ＳⅠクラス,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
93,88,71,前橋高等学校,,関東,10201,群馬県,前橋市,,片貝駅,公立,男子校,4.159999999999999,41.7466775995173,59.4672872716763
94,88,71,大宮高等学校,普通科,関東,11100,埼玉県,さいたま市,大宮区,さいたま新都心駅,公立,共学,4.34,81.6736001764522,93.9118974339608
95,88,71,秀明高等学校,普通科難関国公立大学進学コース,関東,11201,埼玉県,川越市,,笠幡駅,私立,共学,3.53,81.6736001764522,80.9454241886674
96,88,71,立教新座高等学校,,関東,11230,埼玉県,新座市,,志木駅,私立,男子校,3.28,81.6736001764522,94.2704662775499
97,88,71,船橋高等学校,理数科[単位制],関東,12204,千葉県,船橋市,,東船橋駅,公立,共学,4.3,76.754353582158,96.0362851858823
98,88,71,東葛飾高等学校,,関東,12217,千葉県,柏市,,柏駅,公立,共学,4.14,76.754353582158,91.5276175469203
99,88,71,佐倉高等学校,普通科[単位制],関東,12212,千葉県,佐倉市,,京成佐倉駅,公立,共学,4,76.754353582158,80.7535720000237
100,88,71,佐倉高等学校,理数科,関東,12212,千葉県,佐倉市,,京成佐倉駅,公立,共学,4,76.754353582158,80.7535720000237
101,88,71,芝浦工業大学柏高等学校,普通科グローバル･サイエンスクラス,関東,12217,千葉県,柏市,,増尾駅,私立,共学,3.55,76.754353582158,91.5276175469203
102,88,71,専修大学松戸高等学校,Ｅ類型,関東,12207,千葉県,松戸市,,松戸新田駅,私立,共学,3.57,76.754353582158,97.8192890059249
103,88,71,戸山高等学校,,関東,13104,東京都,新宿区,,西早稲田駅,公立,共学,4.31,98.5507482633681,100
104,88,71,立川高等学校,創造理数科,関東,13202,東京都,立川市,,立川南駅,公立,共学,4.25,98.5507482633681,99.5930951460119
105,88,71,青山学院高等部,,関東,13113,東京都,渋谷区,,表参道駅,私立,共学,3.81,98.5507482633681,100
106,88,71,国際基督教大学高等学校,,関東,13210,東京都,小金井市,,新小金井駅,私立,共学,4,98.5507482633681,100
107,88,71,桐朋高等学校,,関東,13215,東京都,国立市,,谷保駅,私立,男子校,4.18,98.5507482633681,98.4804874886555
108,88,71,立教池袋高等学校,,関東,13116,東京都,豊島区,,要町駅,私立,男子校,3.7,98.5507482633681,100
109,88,71,柏陽高等学校,,関東,14100,神奈川県,横浜市,栄区,本郷台駅,公立,共学,3.9,94.6540436924625,97.6473537594133
110,88,71,岐阜高等学校,,中部,21201,岐阜県,岐阜市,,岐阜駅,公立,共学,4.26,40.7581685737706,75.5428423800853
111,88,71,旭丘高等学校,普通科,中部,23100,愛知県,名古屋市,東区,大曽根駅,公立,共学,3.98,78.7843681367308,98.7497941836294
112,88,71,滝高等学校,,中部,23217,愛知県,江南市,,江南駅,私立,共学,4.1,78.7843681367308,58.7837769070276
113,88,71,立命館守山高等学校,普通科フロンティアコース,近畿,25207,滋賀県,守山市,,守山駅,私立,共学,3.75,53.3485897807741,73.6243932913643
114,88,71,嵯峨野高等学校,京都コスモス科人間科学・自然科学系統共修,近畿,26100,京都府,京都市,右京区,常盤駅,公立,共学,3.74,84.4101847610263,95.5079615473693
115,88,71,嵯峨野高等学校,京都コスモス科自然科学系統専修,近畿,26100,京都府,京都市,右京区,常盤駅,公立,共学,3.74,84.4101847610263,95.5079615473693
116,88,71,清風高等学校,理Ⅲコース（６か年編入）,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,私立,男子校,3.69,95.935960605068,99.9851039742597
117,88,71,兵庫高等学校,創造科学科,近畿,28100,兵庫県,神戸市,長田区,長田駅,公立,共学,3.9,78.7931642111018,93.9352274396257
118,88,71,近畿大学附属和歌山高等学校,普通科スーパーＡＤコース,近畿,30201,和歌山県,和歌山市,,紀ノ川駅,私立,共学,3.3699999999999997,37.7452893178291,76.9721553336006
119,88,71,高松高等学校,,四国,37201,香川県,高松市,,栗林公園北口駅,公立,共学,3.83,33.1380150782325,51.1499511372564
120,88,71,筑紫丘高等学校,普通科,九州・沖縄,40130,福岡県,福岡市,南区,大橋駅,公立,共学,4.24,73.7395754100998,97.0081096904475
121,88,71,九州国際大学付属高等学校,普通科難関クラス,九州・沖縄,40100,福岡県,北九州市,八幡東区,枝光駅,私立,共学,3.4099999999999997,73.7395754100998,90.7656739035749
122,88,71,大分上野丘高等学校,,九州・沖縄,44201,大分県,大分市,,古国府駅,公立,共学,4.42,48.7423610938095,73.8470692620486
123,88,71,鹿児島実業高等学校,文理科,九州・沖縄,46201,鹿児島県,鹿児島市,,広木駅,私立,共学,2.96,41.5992761872142,80.6751662373046
124,88,71,淑徳与野高等学校,T類難関国公立大学コース,関東,11100,埼玉県,さいたま市,中央区,さいたま新都心駅,私立,女子校,3.58,81.6736001764522,93.9118974339608
125,125,70,札幌西高等学校,,北海道,1100,北海道,札幌市,中央区,西２８丁目駅,公立,共学,4.23,76.0440292813976,97.0934354247376
126,125,70,札幌北高等学校,,北海道,1100,北海道,札幌市,北区,北２４条駅,公立,共学,4.2,76.0440292813976,97.0934354247376
127,125,70,立命館慶祥高等学校,普通科ＳＰコース,北海道,1217,北海道,江別市,,上野幌駅,私立,共学,3.6,76.0440292813976,90.952121332276
128,125,70,八戸高等学校,,東北,2203,青森県,八戸市,,本八戸駅,公立,共学,4,47.4176564479024,70.3869480563078
129,125,70,秋田高等学校,,東北,5201,秋田県,秋田市,,秋田駅,公立,共学,4.18,35.5078988892155,79.8288437036844
130,125,70,江戸川学園取手高等学校,普通科東大コース,関東,8217,茨城県,取手市,,新取手駅,私立,共学,3.86,40.7899312489078,73.6156289464621
131,125,70,宇都宮女子高等学校,,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,公立,女子校,3.76,48.0620191128865,77.8044440846099
132,125,70,さいたま市立浦和高等学校,,関東,11100,埼玉県,さいたま市,浦和区,北浦和駅,公立,共学,3.99,81.6736001764522,93.9118974339608
133,125,70,川越東高等学校,普通科理数コース,関東,11201,埼玉県,川越市,,南古谷駅,私立,男子校,3.54,81.6736001764522,80.9454241886674
134,125,70,千葉東高等学校,,関東,12100,千葉県,千葉市,稲毛区,作草部駅,公立,共学,3.86,76.754353582158,91.4787512398059
135,125,70,薬園台高等学校,普通科,関東,12204,千葉県,船橋市,,習志野駅,公立,共学,3.84,76.754353582158,96.0362851858823
136,125,70,青山高等学校,,関東,13113,東京都,渋谷区,,外苑前駅,公立,共学,4.22,98.5507482633681,100
137,125,70,八王子東高等学校,,関東,13201,東京都,八王子市,,北八王子駅,公立,共学,4.07,98.5507482633681,90.6689335554194
138,125,70,立川高等学校,普通科,関東,13202,東京都,立川市,,立川南駅,公立,共学,4.25,98.5507482633681,99.5930951460119
139,125,70,國學院大學久我山高等学校,,関東,13115,東京都,杉並区,,久我山駅,私立,共学,3.61,98.5507482633681,100
140,125,70,城北高等学校,,関東,13119,東京都,板橋区,,上板橋駅,私立,男子校,3.85,98.5507482633681,100
141,125,70,中央大学高等学校,,関東,13105,東京都,文京区,,後楽園駅,私立,共学,3.66,98.5507482633681,100
142,125,70,広尾学園高等学校,普通科医進・サイエンスコース,関東,13103,東京都,港区,,広尾駅,私立,共学,3.74,98.5507482633681,100
143,125,70,明治大学付属中野高等学校,,関東,13114,東京都,中野区,,東中野駅,私立,男子校,3.47,98.5507482633681,100
144,125,70,横浜緑ケ丘高等学校,,関東,14100,神奈川県,横浜市,中区,山手駅,公立,共学,4.05,94.6540436924625,97.6473537594133
145,125,70,山手学院高等学校,普通科特別進学コース,関東,14100,神奈川県,横浜市,栄区,港南台駅,私立,共学,3.71,94.6540436924625,97.6473537594133
146,125,70,富山中部高等学校,探究科学科,中部,16201,富山県,富山市,,安野屋駅,公立,共学,4.04,40.0409155655026,59.6345346404534
147,125,70,金沢泉丘高等学校,普通科,中部,17201,石川県,金沢市,,野町駅,公立,共学,4.52,53.9028684551172,86.1775613378406
148,125,70,藤島高等学校,,中部,18201,福井県,福井市,,田原町駅,公立,共学,4.22,46.3483047167486,70.4625506998872
149,125,70,静岡高等学校,,中部,22100,静岡県,静岡市,葵区,新静岡駅,公立,共学,4.21,61.5799506881258,89.2687942843051
150,125,70,浜松北高等学校,普通科,中部,22130,静岡県,浜松市,中央区,遠州病院駅,公立,共学,4.28,61.5799506881258,60.6916751610562
151,125,70,明和高等学校,普通科,中部,23100,愛知県,名古屋市,東区,東大手駅,公立,共学,3.93,78.7843681367308,98.7497941836294
152,125,70,岡崎高等学校,,中部,23202,愛知県,岡崎市,,東岡崎駅,公立,共学,4.26,78.7843681367308,77.8829805487529
153,125,70,名古屋市立向陽高等学校,国際科学科,中部,23100,愛知県,名古屋市,昭和区,桜山駅,公立,共学,4.04,78.7843681367308,98.7497941836294
154,125,70,立命館守山高等学校,普通科アカデメイアコース,近畿,25207,滋賀県,守山市,,守山駅,私立,共学,3.75,53.3485897807741,73.6243932913643
155,125,70,立命館守山高等学校,普通科グローバルコース,近畿,25207,滋賀県,守山市,,守山駅,私立,共学,3.75,53.3485897807741,73.6243932913643
156,125,70,京都市立西京高等学校,,近畿,26100,京都府,京都市,中京区,西大路御池駅,公立,共学,3.98,84.4101847610263,95.5079615473693
157,125,70,同志社高等学校,,近畿,26100,京都府,京都市,左京区,国際会館駅,私立,共学,3.48,84.4101847610263,95.5079615473693
158,125,70,洛南高等学校,普通科海パラダイムコース,近畿,26100,京都府,京都市,南区,東寺駅,私立,共学,4.109999999999999,84.4101847610263,95.5079615473693
159,125,70,立命館高等学校,普通科ＭＳコース,近畿,26209,京都府,長岡京市,,西山天王山駅,私立,共学,3.54,84.4101847610263,98.9479952362049
160,125,70,高津高等学校,,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,公立,共学,3.87,95.935960605068,99.9851039742597
161,125,70,豊中高等学校,,近畿,27203,大阪府,豊中市,,少路駅,公立,共学,3.81,95.935960605068,100
162,125,70,明星高等学校,普通科文理選抜コース,近畿,27100,大阪府,大阪市,天王寺区,玉造駅,私立,男子校,3.51,95.935960605068,99.9851039742597
163,125,70,大阪桐蔭高等学校,普通科Ⅰ類EX,近畿,27218,大阪府,大東市,,野崎駅,私立,共学,3.62,95.935960605068,98.8371995610177
164,125,70,近畿大学附属高等学校,普通科Ｓｕｐｅｒ文理コース,近畿,27227,大阪府,東大阪市,,八戸ノ里駅,私立,共学,3.25,95.935960605068,99.7611045876017
165,125,70,神戸高等学校,普通科,近畿,28100,兵庫県,神戸市,灘区,王子公園駅,公立,共学,4,78.7931642111018,93.9352274396257
166,125,70,宝塚北高等学校,グローバルサイエンス科,近畿,28214,兵庫県,宝塚市,,宝塚駅,公立,共学,3.79,78.7931642111018,94.7684072922555
167,125,70,加古川東高等学校,理数科,近畿,28210,兵庫県,加古川市,,加古川駅,公立,共学,4.1,78.7931642111018,78.1733223959092
168,125,70,小野高等学校,科学探究科,近畿,28218,兵庫県,小野市,,小野駅,公立,共学,3.81,78.7931642111018,35.7722551616837
169,125,70,須磨学園高等学校,普通科Ⅲ類理数系,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,私立,共学,3.79,78.7931642111018,93.9352274396257
170,125,70,奈良高等学校,,近畿,29201,奈良県,奈良市,,新大宮駅,公立,共学,3.89,67.0351906003369,87.0518568649014
171,125,70,奈良学園高等学校,,近畿,29203,奈良県,大和郡山市,,大和小泉駅,私立,共学,3.87,67.0351906003369,76.55520201717
172,125,70,開智高等学校,普通科ＳⅠ類コース,近畿,30201,和歌山県,和歌山市,,六十谷駅,私立,共学,3.4499999999999997,37.7452893178291,76.9721553336006
173,125,70,東筑高等学校,,九州・沖縄,40100,福岡県,北九州市,八幡西区,折尾駅,公立,共学,4.03,73.7395754100998,90.7656739035749
174,125,70,明善高等学校,普通科,九州・沖縄,40203,福岡県,久留米市,,久留米駅,公立,共学,4.18,73.7395754100998,62.2690527370795
175,125,70,明善高等学校,普通科総合文科コース,九州・沖縄,40203,福岡県,久留米市,,久留米駅,公立,共学,4.18,73.7395754100998,62.2690527370795
176,125,70,福岡大学附属大濠高等学校,普通科スーパー進学コース,九州・沖縄,40130,福岡県,福岡市,中央区,六本松駅,私立,共学,3.76,73.7395754100998,97.0081096904475
177,125,70,宮崎西高等学校,理数科,九州・沖縄,45201,宮崎県,宮崎市,,南宮崎駅,公立,共学,3.99,47.646637546093,69.1049212760285
178,125,70,淑徳与野高等学校,SS類難関理系大学コース,関東,11100,埼玉県,さいたま市,中央区,さいたま新都心駅,私立,女子校,3.58,81.6736001764522,93.9118974339608
179,179,69,札幌第一高等学校,普通科文理選抜コース,北海道,1100,北海道,札幌市,豊平区,月寒中央駅,私立,共学,3.53,76.0440292813976,97.0934354247376
180,179,69,弘前高等学校,,東北,2202,青森県,弘前市,,弘高下駅,公立,共学,3.93,47.4176564479024,68.4565431600442
181,179,69,安積高等学校,,東北,7203,福島県,郡山市,,郡山富田駅,公立,共学,4,42.1742441434207,74.9066196306288
182,179,69,茨城高等学校,国際教養コース,関東,8201,茨城県,水戸市,,水戸駅,私立,共学,3.62,40.7899312489078,64.3367752184273
183,179,69,茨城高等学校,普通科一般コース,関東,8201,茨城県,水戸市,,水戸駅,私立,共学,3.62,40.7899312489078,64.3367752184273
184,179,69,江戸川学園取手高等学校,普通科難関大コース,関東,8217,茨城県,取手市,,新取手駅,私立,共学,3.86,40.7899312489078,73.6156289464621
185,179,69,幸福の科学学園高等学校,,関東,9407,栃木県,那須町,,高久駅,私立,共学,4.01,48.0620191128865,0
186,179,69,作新学院高等学校,トップ英進部ＳⅡクラス,関東,9201,栃木県,宇都宮市,,東武宇都宮駅,私立,共学,3.48,48.0620191128865,77.8044440846099
187,179,69,佐野日本大学高等学校,普通科特別進学コースαクラス,関東,9204,栃木県,佐野市,,吉水駅,私立,共学,2.9499999999999997,48.0620191128865,46.1549712633789
188,179,69,高崎高等学校,,関東,10202,群馬県,高崎市,,北高崎駅,公立,男子校,4.1899999999999995,41.7466775995173,54.0937279642226
189,179,69,春日部高等学校,,関東,11214,埼玉県,春日部市,,八木崎駅,公立,男子校,4.25,81.6736001764522,88.0753028826069
190,179,69,川越高等学校,,関東,11201,埼玉県,川越市,,本川越駅,公立,男子校,4.41,81.6736001764522,80.9454241886674
191,179,69,開智高等学校,普通科Ｓ1コース,関東,11100,埼玉県,さいたま市,岩槻区,東岩槻駅,私立,共学,3.73,81.6736001764522,93.9118974339608
192,179,69,春日部共栄高等学校,普通科選抜コース,関東,11214,埼玉県,春日部市,,豊春駅,私立,共学,3.27,81.6736001764522,88.0753028826069
