code,pref,city,pop,did,did_prop
2445,青森県,南部町,16809,0,0
2446,青森県,階上町,13496,0,0
2450,青森県,新郷村,2197,0,0
3000,岩手県,岩手県,1210534,400246,33.0635901180801
3201,岩手県,盛岡市,289731,235450,81.2650354984451
3202,岩手県,宮古市,50369,10781,21.404038198098
3203,岩手県,大船渡市,34728,0,0
3205,岩手県,花巻市,93193,18282,19.617353234685
3206,岩手県,北上市,93045,32129,34.5306034714386
3207,岩手県,久慈市,33043,7017,21.2359652573919
3208,岩手県,遠野市,25366,0,0
3209,岩手県,一関市,111932,19247,17.1952614087124
3210,岩手県,陸前高田市,18262,0,0
3211,岩手県,釜石市,32078,12730,39.6845189849741
3213,岩手県,二戸市,25513,0,0
3214,岩手県,八幡平市,24023,0,0
3215,岩手県,奥州市,112937,25043,22.1743095708227
3216,岩手県,滝沢市,55579,26837,48.2862232138038
3301,岩手県,雫石町,15731,0,0
3302,岩手県,葛巻町,5634,0,0
3303,岩手県,岩手町,12285,0,0
3321,岩手県,紫波町,32147,0,0
3322,岩手県,矢巾町,28056,12730,45.3735386370117
3366,岩手県,西和賀町,5134,0,0
3381,岩手県,金ケ崎町,15535,0,0
3402,岩手県,平泉町,7252,0,0
3441,岩手県,住田町,5045,0,0
3461,岩手県,大槌町,11004,0,0
3482,岩手県,山田町,14320,0,0
3483,岩手県,岩泉町,8726,0,0
3484,岩手県,田野畑村,3059,0,0
3485,岩手県,普代村,2487,0,0
3501,岩手県,軽米町,8421,0,0
3503,岩手県,野田村,3936,0,0
3506,岩手県,九戸村,5378,0,0
3507,岩手県,洋野町,15091,0,0
3524,岩手県,一戸町,11494,0,0
4000,宮城県,宮城県,2301996,1508978,65.5508523907079
4100,宮城県,仙台市,1096704,1004465,91.589435253268
4202,宮城県,石巻市,140151,79830,56.9599931502451
4203,宮城県,塩竈市,52203,46734,89.5235905982415
4205,宮城県,気仙沼市,61147,5790,9.46898457814774
4206,宮城県,白石市,32758,12004,36.6444837902192
4207,宮城県,名取市,78718,55181,70.0995960263218
4208,宮城県,角田市,27976,5784,20.674864169288
4209,宮城県,多賀城市,62827,59831,95.2313495790027
4211,宮城県,岩沼市,44068,32931,74.7276935644912
4212,宮城県,登米市,76037,9968,13.1094072622539
4213,宮城県,栗原市,64637,0,0
4214,宮城県,東松島市,39098,20248,51.7878152335158
4215,宮城県,大崎市,127330,46935,36.8609125893348
4216,宮城県,富谷市,51651,36721,71.0944609010474
4301,宮城県,蔵王町,11418,0,0
4302,宮城県,七ヶ宿町,1262,0,0
4321,宮城県,大河原町,23571,17101,72.5510160790802
4322,宮城県,村田町,10666,0,0
4323,宮城県,柴田町,38271,23663,61.8301063468423
4324,宮城県,川崎町,8345,0,0
4341,宮城県,丸森町,12262,0,0
4361,宮城県,亘理町,33087,5267,15.9186387402908
4362,宮城県,山元町,12046,0,0
4401,宮城県,松島町,13323,6592,49.4783457179314
4404,宮城県,七ヶ浜町,18132,7307,40.2989190381646
4406,宮城県,利府町,35182,11721,33.3153317037121
4421,宮城県,大和町,28786,20905,72.6221079691517
4422,宮城県,大郷町,7813,0,0
4424,宮城県,大衡村,5849,0,0
4444,宮城県,色麻町,6698,0,0
4445,宮城県,加美町,21943,0,0
4501,宮城県,涌谷町,15388,0,0
4505,宮城県,美里町,23994,0,0
4581,宮城県,女川町,6430,0,0
4606,宮城県,南三陸町,12225,0,0
5000,秋田県,秋田県,959502,340699,35.5078988892155
5201,秋田県,秋田市,307672,245611,79.8288437036844
5202,秋田県,能代市,49968,17269,34.5601184758245
5203,秋田県,横手市,85555,11205,13.0968382911577
5204,秋田県,大館市,69237,24063,34.7545387581784
5206,秋田県,男鹿市,25154,0,0
5207,秋田県,湯沢市,42091,9641,22.9051341141812
5209,秋田県,鹿角市,29088,0,0
5210,秋田県,由利本荘市,74707,16115,21.5709371277123
5211,秋田県,潟上市,31720,0,0
5212,秋田県,大仙市,77657,16795,21.6271553111761
5213,秋田県,北秋田市,30198,0,0
5214,秋田県,にかほ市,23435,0,0
5215,秋田県,仙北市,24610,0,0
5303,秋田県,小坂町,4780,0,0
5327,秋田県,上小阿仁村,2063,0,0
5346,秋田県,藤里町,2896,0,0
5348,秋田県,三種町,15254,0,0
5349,秋田県,八峰町,6577,0,0
5361,秋田県,五城目町,8538,0,0
5363,秋田県,八郎潟町,5583,0,0
5366,秋田県,井川町,4566,0,0
5368,秋田県,大潟村,3011,0,0
5434,秋田県,美郷町,18613,0,0
5463,秋田県,羽後町,13825,0,0
5464,秋田県,東成瀬村,2704,0,0
6000,山形県,山形県,1068027,492405,46.1041715237536
6201,山形県,山形市,247590,184382,74.4706975241326
6202,山形県,米沢市,81252,43470,53.5002215330084
6203,山形県,鶴岡市,122347,57238,46.783329382821
6204,山形県,酒田市,100273,58673,58.5132588034665
6205,山形県,新庄市,34432,17737,51.5131273234201
6206,山形県,寒河江市,40189,22118,55.0349598148747
6207,山形県,上山市,29110,15611,53.6276193747853
6208,山形県,村山市,22516,6958,30.9024693551252
6209,山形県,長井市,26543,10538,39.7016162453378
6210,山形県,天童市,62140,39650,63.8075313807531
6211,山形県,東根市,47682,16300,34.1848076842414
6212,山形県,尾花沢市,14971,0,0
6213,山形県,南陽市,30420,6308,20.7363576594346
6301,山形県,山辺町,13725,7235,52.7140255009107
6302,山形県,中山町,10746,0,0
6321,山形県,河北町,17641,6187,35.0717079530639
6322,山形県,西川町,4956,0,0
6323,山形県,朝日町,6366,0,0
6324,山形県,大江町,7646,0,0
6341,山形県,大石田町,6577,0,0
6361,山形県,金山町,5071,0,0
6362,山形県,最上町,8080,0,0
6363,山形県,舟形町,5007,0,0
6364,山形県,真室川町,7203,0,0
6365,山形県,大蔵村,3028,0,0
6366,山形県,鮭川村,3902,0,0
6367,山形県,戸沢村,4199,0,0
6381,山形県,高畠町,22463,0,0
6382,山形県,川西町,14558,0,0
6401,山形県,小国町,7107,0,0
6402,山形県,白鷹町,12890,0,0
6403,山形県,飯豊町,6613,0,0
6426,山形県,三川町,7601,0,0
6428,山形県,庄内町,20151,0,0
6461,山形県,遊佐町,13032,0,0
7000,福島県,福島県,1833152,773118,42.1742441434207
7201,福島県,福島市,282693,185024,65.4505063797123
7202,福島県,会津若松市,117376,84370,71.8801117775354
7203,福島県,郡山市,327692,245463,74.9066196306288
7204,福島県,いわき市,332931,143992,43.2498025116315
7205,福島県,白河市,59491,20631,34.679195172379
7207,福島県,須賀川市,74992,33639,44.8567847237039
7208,福島県,喜多方市,44760,11112,24.8257372654155
7209,福島県,相馬市,34865,7568,21.7065825326258
7210,福島県,二本松市,53557,9377,17.5084489422484
7211,福島県,田村市,35169,0,0
7212,福島県,南相馬市,59005,21054,35.6817218879756
7213,福島県,伊達市,58240,10888,18.6950549450549
7214,福島県,本宮市,30236,0,0
7301,福島県,桑折町,11459,0,0
7303,福島県,国見町,8639,0,0
7308,福島県,川俣町,12170,0,0
7322,福島県,大玉村,8900,0,0
7342,福島県,鏡石町,12318,0,0
7344,福島県,天栄村,5194,0,0
7362,福島県,下郷町,5264,0,0
7364,福島県,檜枝岐村,504,0,0
7367,福島県,只見町,4044,0,0
7368,福島県,南会津町,14451,0,0
7402,福島県,北塩原村,2556,0,0
7405,福島県,西会津町,5770,0,0
7407,福島県,磐梯町,3322,0,0
7408,福島県,猪苗代町,13552,0,0
7421,福島県,会津坂下町,15068,0,0
7422,福島県,湯川村,3081,0,0
7423,福島県,柳津町,3081,0,0
7444,福島県,三島町,1452,0,0
7445,福島県,金山町,1862,0,0
7446,福島県,昭和村,1246,0,0
7447,福島県,会津美里町,19014,0,0
7461,福島県,西郷村,20808,0,0
7464,福島県,泉崎村,6213,0,0
7465,福島県,中島村,4885,0,0
7466,福島県,矢吹町,17287,0,0
7481,福島県,棚倉町,13343,0,0
7482,福島県,矢祭町,5392,0,0
7483,福島県,塙町,8302,0,0
7484,福島県,鮫川村,3049,0,0
7501,福島県,石川町,14644,0,0
7502,福島県,玉川村,6392,0,0
7503,福島県,平田村,5826,0,0
7504,福島県,浅川町,6036,0,0
7505,福島県,古殿町,4825,0,0
7521,福島県,三春町,17018,0,0
7522,福島県,小野町,9471,0,0
7541,福島県,広野町,5412,0,0
7542,福島県,楢葉町,3710,0,0
7543,福島県,富岡町,2128,0,0
7544,福島県,川内村,2044,0,0
7545,福島県,大熊町,847,0,0
7546,福島県,双葉町,0,0,NA
7547,福島県,浪江町,1923,0,0
7548,福島県,葛尾村,420,0,0
7561,福島県,新地町,7905,0,0
7564,福島県,飯舘村,1318,0,0
8000,茨城県,茨城県,2867009,1169451,40.7899312489078
8201,茨城県,水戸市,270685,174150,64.3367752184273
8202,茨城県,日立市,174508,145634,83.4540536823527
8203,茨城県,土浦市,142074,84286,59.3254219632023
8204,茨城県,古河市,139344,58854,42.2364795039614
8205,茨城県,石岡市,73061,26454,36.2081000807544
8207,茨城県,結城市,50645,22246,43.9253628196268
8208,茨城県,龍ケ崎市,76420,50195,65.6830672598796
8210,茨城県,下妻市,42521,5726,13.4662872463018
8211,茨城県,常総市,60834,11176,18.3713055199395
8212,茨城県,常陸太田市,48602,8402,17.2873544298589
8214,茨城県,高萩市,27699,7321,26.4305570598217
8215,茨城県,北茨城市,41801,0,0
8216,茨城県,笠間市,73173,5138,7.02171566014787
8217,茨城県,取手市,104524,76946,73.6156289464621
8219,茨城県,牛久市,84651,69115,81.6469976727977
8220,茨城県,つくば市,241656,92467,38.263895785745
8221,茨城県,ひたちなか市,156581,104805,66.9334082679252
8222,茨城県,鹿嶋市,66950,20551,30.6960418222554
8223,茨城県,潮来市,27604,0,0
8224,茨城県,守谷市,68421,50700,74.1000570000439
8225,茨城県,常陸大宮市,39267,0,0
8226,茨城県,那珂市,53502,8659,16.1844417031139
8227,茨城県,筑西市,100753,14061,13.9559119827697
8228,茨城県,坂東市,52265,8754,16.7492585860519
8229,茨城県,稲敷市,39039,0,0
8230,茨城県,かすみがうら市,40087,15859,39.5614538379026
8231,茨城県,桜川市,39122,0,0
8232,茨城県,神栖市,95454,25866,27.0978691306807
8233,茨城県,行方市,32185,0,0
8234,茨城県,鉾田市,45953,0,0
8235,茨城県,つくばみらい市,49872,12778,25.6215912736606
8236,茨城県,小美玉市,48870,0,0
8302,茨城県,茨城町,31401,0,0
8309,茨城県,大洗町,15715,10891,69.3032134902959
8310,茨城県,城里町,18097,0,0
8341,茨城県,東海村,37891,16516,43.5881871684569
8364,茨城県,大子町,15736,0,0
8442,茨城県,美浦村,14602,0,0
8443,茨城県,阿見町,48553,28024,57.7183696167075
8447,茨城県,河内町,8231,0,0
8521,茨城県,八千代町,21026,0,0
8542,茨城県,五霞町,8093,0,0
8546,茨城県,境町,24201,7512,31.0400396677823
8564,茨城県,利根町,15340,6365,41.4928292046936
9000,栃木県,栃木県,1933146,929109,48.0620191128865
9201,栃木県,宇都宮市,518757,403616,77.8044440846099
9202,栃木県,足利市,144746,91229,63.0269575670485
9203,栃木県,栃木市,155549,60411,38.8372795710676
9204,栃木県,佐野市,116228,53645,46.1549712633789
9205,栃木県,鹿沼市,94033,40233,42.7860431976008
9206,栃木県,日光市,77661,7045,9.07147731808759
9208,栃木県,小山市,166666,101980,61.188244752979
9209,栃木県,真岡市,78190,27154,34.7282261158716
9210,栃木県,大田原市,72087,17526,24.3122893170752
9211,栃木県,矢板市,31165,9948,31.9204235520616
9213,栃木県,那須塩原市,115210,30859,26.7850013019703
9214,栃木県,さくら市,44513,0,0
9215,栃木県,那須烏山市,24875,0,0
9216,栃木県,下野市,59507,34770,58.4301006604265
9301,栃木県,上三川町,30806,0,0
9342,栃木県,益子町,21898,0,0
9343,栃木県,茂木町,11891,0,0
9344,栃木県,市貝町,11262,0,0
9345,栃木県,芳賀町,14961,0,0
9361,栃木県,壬生町,39474,20016,50.7067943456452
9364,栃木県,野木町,24913,14819,59.4830008429334
9384,栃木県,塩谷町,10354,0,0
9386,栃木県,高根沢町,29229,15858,54.2543364466797
9407,栃木県,那須町,23956,0,0
9411,栃木県,那珂川町,15215,0,0
10000,群馬県,群馬県,1939110,809514,41.7466775995173
10201,群馬県,前橋市,332149,197520,59.4672872716763
10202,群馬県,高崎市,372973,201755,54.0937279642226
10203,群馬県,桐生市,106445,67731,63.6300436845319
10204,群馬県,伊勢崎市,211850,106774,50.4007552513571
10205,群馬県,太田市,223014,88753,39.7970530998054
10206,群馬県,沼田市,45337,17006,37.5102013807707
10207,群馬県,館林市,75309,39564,52.5355535194997
10208,群馬県,渋川市,74581,12198,16.3553720116384
10209,群馬県,藤岡市,63261,17152,27.1130712445266
10210,群馬県,富岡市,47446,9443,19.9026261434051
10211,群馬県,安中市,54907,0,0
10212,群馬県,みどり市,49648,9425,18.9836448598131
10344,群馬県,榛東村,14216,0,0
10345,群馬県,吉岡町,21792,0,0
10366,群馬県,上野村,1128,0,0
10367,群馬県,神流町,1645,0,0
10382,群馬県,下仁田町,6576,0,0
10383,群馬県,南牧村,1611,0,0
10384,群馬県,甘楽町,12491,0,0
10421,群馬県,中之条町,15386,0,0
10424,群馬県,長野原町,5095,0,0
10425,群馬県,嬬恋村,8850,0,0
10426,群馬県,草津町,6049,0,0
10428,群馬県,高山村,3511,0,0
10429,群馬県,東吾妻町,12728,0,0
10443,群馬県,片品村,3993,0,0
10444,群馬県,川場村,3480,0,0
10448,群馬県,昭和村,6953,0,0
10449,群馬県,みなかみ町,17195,0,0
10464,群馬県,玉村町,36054,5463,15.1522715926111
10521,群馬県,板倉町,14083,0,0
10522,群馬県,明和町,10882,0,0
10523,群馬県,千代田町,10861,0,0
10524,群馬県,大泉町,42089,36730,87.2674570552876
10525,群馬県,邑楽町,25522,0,0
11000,埼玉県,埼玉県,7344765,5998734,81.6736001764522
11100,埼玉県,さいたま市,1324025,1243417,93.9118974339608
11201,埼玉県,川越市,354571,287009,80.9454241886674
11202,埼玉県,熊谷市,194415,109547,56.3469896870098
11203,埼玉県,川口市,594274,583102,98.1200590973187
11206,埼玉県,行田市,78617,47256,60.1091367007136
11207,埼玉県,秩父市,59674,26257,44.0007373395449
11208,埼玉県,所沢市,342464,305336,89.1585684918707
11209,埼玉県,飯能市,80361,55074,68.5332437376339
11210,埼玉県,加須市,111623,41347,37.0416491224927
11211,埼玉県,本庄市,78569,45115,57.42086573585
11212,埼玉県,東松山市,91791,45947,50.0561057184256
11214,埼玉県,春日部市,229792,202390,88.0753028826069
11215,埼玉県,狭山市,148699,127285,85.5990961607005
11216,埼玉県,羽生市,52862,19453,36.7995913888994
11217,埼玉県,鴻巣市,116828,88704,75.9270038004588
11218,埼玉県,深谷市,141268,67067,47.4750120338647
11219,埼玉県,上尾市,226940,207725,91.533004318322
11221,埼玉県,草加市,248304,246259,99.1764127843289
11222,埼玉県,越谷市,341621,311178,91.0886625822183
11223,埼玉県,蕨市,74283,74283,100
11224,埼玉県,戸田市,140899,140878,99.9850957068538
11225,埼玉県,入間市,145651,122530,84.1257526553199
11227,埼玉県,朝霞市,141083,138466,98.1450635441549
11228,埼玉県,志木市,75346,74945,99.4677886019165
11229,埼玉県,和光市,83989,83546,99.4725499767827
11230,埼玉県,新座市,166017,156505,94.2704662775499
11231,埼玉県,桶川市,74748,62005,82.9520522288222
11232,埼玉県,久喜市,150582,98566,65.4566946912646
11233,埼玉県,北本市,65201,52522,80.5539792334473
11234,埼玉県,八潮市,93363,90626,97.0684318198858
11235,埼玉県,富士見市,111859,103613,92.6282194548494
11237,埼玉県,三郷市,142145,131467,92.487952442928
11238,埼玉県,蓮田市,61499,42386,68.9214458771687
11239,埼玉県,坂戸市,100275,67890,67.7038145100972
11240,埼玉県,幸手市,50066,25861,51.6538169616107
11241,埼玉県,鶴ヶ島市,70117,58503,83.4362565426359
11242,埼玉県,日高市,54571,24833,45.5058547580217
11243,埼玉県,吉川市,71979,59702,82.9436363383765
11245,埼玉県,ふじみ野市,113597,106463,93.7199045749448
11246,埼玉県,白岡市,52214,37754,72.3062780097292
11301,埼玉県,伊奈町,44841,37553,83.7470172386878
11324,埼玉県,三芳町,38434,29891,77.7722849560285
11326,埼玉県,毛呂山町,35366,19040,53.8370186054403
11327,埼玉県,越生町,11029,0,0
11341,埼玉県,滑川町,19732,6752,34.2185282789378
11342,埼玉県,嵐山町,17889,11605,64.8722678741126
11343,埼玉県,小川町,28524,5280,18.5107278081615
11346,埼玉県,川島町,19378,0,0
11347,埼玉県,吉見町,18192,0,0
11348,埼玉県,鳩山町,13560,6875,50.7005899705015
11349,埼玉県,ときがわ町,10540,0,0
11361,埼玉県,横瀬町,7979,0,0
11362,埼玉県,皆野町,9302,0,0
11363,埼玉県,長瀞町,6807,0,0
11365,埼玉県,小鹿野町,10928,0,0
11369,埼玉県,東秩父村,2709,0,0
11381,埼玉県,美里町,11039,0,0
11383,埼玉県,神川町,13359,0,0
11385,埼玉県,上里町,30343,5872,19.3520746135847
11408,埼玉県,寄居町,32374,0,0
11442,埼玉県,宮代町,34147,19334,56.6199080446306
11464,埼玉県,杉戸町,43845,24228,55.2582962709545
11465,埼玉県,松伏町,28266,19492,68.9591735654143
12000,千葉県,千葉県,6284480,4823612,76.754353582158
12100,千葉県,千葉市,974951,891873,91.4787512398059
12202,千葉県,銚子市,58431,27900,47.7486265852031
12203,千葉県,市川市,496676,486306,97.9121197722459
12204,千葉県,船橋市,642907,617424,96.0362851858823
12205,千葉県,館山市,45153,14169,31.3799747525081
12206,千葉県,木更津市,136166,102312,75.1376995725805
12207,千葉県,松戸市,498232,487367,97.8192890059249
12208,千葉県,野田市,152638,100881,66.0916678677656
12210,千葉県,茂原市,86782,32027,36.905118572976
12211,千葉県,成田市,132906,87148,65.5711555535491
12212,千葉県,佐倉市,168743,136266,80.7535720000237
12213,千葉県,東金市,58219,13926,23.9200261083152
12215,千葉県,旭市,63745,5145,8.07122127225665
12216,千葉県,習志野市,176197,175993,99.8842205031868
12217,千葉県,柏市,426468,390336,91.5276175469203
12218,千葉県,勝浦市,16927,0,0
12219,千葉県,市原市,269524,174608,64.7838411421617
12220,千葉県,流山市,199849,182632,91.3849956717322
12221,千葉県,八千代市,199498,183397,91.92924239842
12222,千葉県,我孫子市,130510,112835,86.4569764768983
12223,千葉県,鴨川市,32116,0,0
12224,千葉県,鎌ケ谷市,109932,100480,91.4019575737729
12225,千葉県,君津市,82206,48154,58.5772328053913
12226,千葉県,富津市,42465,5246,12.3537030495702
12227,千葉県,浦安市,171362,171362,100
12228,千葉県,四街道市,93576,70102,74.9145079935026
12229,千葉県,袖ケ浦市,63883,32431,50.7662445408012
12230,千葉県,八街市,67455,8769,12.9997776295308
12231,千葉県,印西市,102609,67246,65.5361615452836
12232,千葉県,白井市,62441,44231,70.8364696273282
12233,千葉県,富里市,49735,17754,35.6971951342113
12234,千葉県,南房総市,35831,0,0
12235,千葉県,匝瑳市,35040,0,0
12236,千葉県,香取市,72356,8922,12.3306982143844
12237,千葉県,山武市,48444,0,0
12238,千葉県,いすみ市,35544,0,0
12239,千葉県,大網白里市,48129,5142,10.6837873215733
12322,千葉県,酒々井町,20745,12553,60.5109664979513
12329,千葉県,栄町,20127,8675,43.1013067024395
12342,千葉県,神崎町,5816,0,0
12347,千葉県,多古町,13735,0,0
12349,千葉県,東庄町,13228,0,0
12403,千葉県,九十九里町,14639,0,0
12409,千葉県,芝山町,7033,0,0
12410,千葉県,横芝光町,22075,0,0
12421,千葉県,一宮町,11897,0,0
12422,千葉県,睦沢町,6760,0,0
12423,千葉県,長生村,13803,0,0
12424,千葉県,白子町,10305,0,0
12426,千葉県,長柄町,6721,0,0
12427,千葉県,長南町,7198,0,0
12441,千葉県,大多喜町,8885,0,0
12443,千葉県,御宿町,6874,0,0
12463,千葉県,鋸南町,6993,0,0
13000,東京都,東京都,14047594,13844009,98.5507482633681
13100,東京都,特別区部,9733276,9733276,100
13101,東京都,千代田区,66680,66680,100
13102,東京都,中央区,169179,169179,100
13103,東京都,港区,260486,260486,100
13104,東京都,新宿区,349385,349385,100
13105,東京都,文京区,240069,240069,100
13106,東京都,台東区,211444,211444,100
13107,東京都,墨田区,272085,272085,100
13108,東京都,江東区,524310,524310,100
13109,東京都,品川区,422488,422488,100
13110,東京都,目黒区,288088,288088,100
13111,東京都,大田区,748081,748081,100
13112,東京都,世田谷区,943664,943664,100
13113,東京都,渋谷区,243883,243883,100
13114,東京都,中野区,344880,344880,100
13115,東京都,杉並区,591108,591108,100
13116,東京都,豊島区,301599,301599,100
13117,東京都,北区,355213,355213,100
13118,東京都,荒川区,217475,217475,100
13119,東京都,板橋区,584483,584483,100
13120,東京都,練馬区,752608,752608,100
13121,東京都,足立区,695043,695043,100
13122,東京都,葛飾区,453093,453093,100
13123,東京都,江戸川区,697932,697932,100
13201,東京都,八王子市,579355,525295,90.6689335554194
13202,東京都,立川市,183581,182834,99.5930951460119
13203,東京都,武蔵野市,150149,150149,100
13204,東京都,三鷹市,195391,195391,100
13205,東京都,青梅市,133535,105591,79.0736511027072
13206,東京都,府中市,262790,262790,100
13207,東京都,昭島市,113949,107357,94.2149558135657
13208,東京都,調布市,242614,242614,100
13209,東京都,町田市,431079,409438,94.9798064855862
13210,東京都,小金井市,126074,126074,100
13211,東京都,小平市,198739,198739,100
13212,東京都,日野市,190435,188621,99.0474440097671
13213,東京都,東村山市,151815,151743,99.9525738563383
13214,東京都,国分寺市,129242,129242,100
13215,東京都,国立市,77130,75958,98.4804874886555
13218,東京都,福生市,56414,56412,99.9964547807282
13219,東京都,狛江市,84772,84772,100
13220,東京都,東大和市,83901,83156,99.1120487240915
13221,東京都,清瀬市,76208,73564,96.530547973966
13222,東京都,東久留米市,115271,115271,100
13223,東京都,武蔵村山市,70829,67104,94.7408547346426
13224,東京都,多摩市,146951,144468,98.3103211274507
13225,東京都,稲城市,93151,87331,93.7520799562002
13227,東京都,羽村市,54326,53551,98.5734270883187
13228,東京都,あきる野市,79292,63819,80.486051556273
13229,東京都,西東京市,207388,207388,100
13303,東京都,瑞穂町,31765,22061,69.4506532346923
13305,東京都,日の出町,16958,0,0
13307,東京都,檜原村,2003,0,0
13308,東京都,奥多摩町,4750,0,0
13361,東京都,大島町,7102,0,0
13362,東京都,利島村,327,0,0
13363,東京都,新島村,2441,0,0
13364,東京都,神津島村,1855,0,0
13381,東京都,三宅村,2273,0,0
13382,東京都,御蔵島村,323,0,0
13401,東京都,八丈町,7042,0,0
13402,東京都,青ヶ島村,169,0,0
13421,東京都,小笠原村,2929,0,0
14000,神奈川県,神奈川県,9237337,8743513,94.6540436924625
14100,神奈川県,横浜市,3777491,3688620,97.6473537594133
14130,神奈川県,川崎市,1538262,1527291,99.2867924969869
14150,神奈川県,相模原市,725493,665841,91.7777290752633
14201,神奈川県,横須賀市,388078,364104,93.8223759141204
14203,神奈川県,平塚市,258422,240517,93.071410328842
14204,神奈川県,鎌倉市,172710,166447,96.373690000579
14205,神奈川県,藤沢市,436905,411445,94.1726462274408
14206,神奈川県,小田原市,188856,164884,87.3067310543483
