id,rank,score,name,course,region,jis_code,pref,city,ward,station,distance,type,gender,review,did_pref,did_city
644,640,56,札幌日本大学中学校,A日程A,北海道,1234,北海道,北広島市,NA,上野幌駅,7,私立,共学,4,76.0440292813976,86.4055972907462
645,640,56,札幌日本大学中学校,B日程A,北海道,1234,北海道,北広島市,NA,上野幌駅,7,私立,共学,4,76.0440292813976,86.4055972907462
646,640,56,札幌日本大学中学校,B日程総合･A,北海道,1234,北海道,北広島市,NA,上野幌駅,7,私立,共学,4,76.0440292813976,86.4055972907462
647,640,56,一関第一高等学校附属中学校,NA,東北,3209,岩手県,一関市,NA,一ノ関駅,17,公立,共学,3.4299999999999997,33.0635901180801,17.1952614087124
648,640,56,仙台青陵中等教育学校,NA,東北,4100,宮城県,仙台市,青葉区,東北福祉大前駅,26,公立,共学,3.61,65.5508523907079,91.589435253268
649,640,56,古川黎明中学校,NA,東北,4215,宮城県,大崎市,NA,塚目駅,22,公立,共学,3.54,65.5508523907079,36.8609125893348
650,640,56,共立女子中学校,45323,関東,13101,東京都,千代田区,NA,神保町駅,7,私立,女子校,3.7,98.5507482633681,100
651,640,56,共立女子中学校,2/3合科型,関東,13101,東京都,千代田区,NA,神保町駅,7,私立,女子校,3.7,98.5507482633681,100
652,640,56,山脇学園中学校,英語B,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
653,640,56,成城中学校,1回,関東,13104,東京都,新宿区,NA,牛込柳町駅,5,私立,男子校,3.79,98.5507482633681,100
654,640,56,日本大学豊山中学校,2回,関東,13105,東京都,文京区,NA,護国寺駅,3,私立,男子校,3.64,98.5507482633681,100
655,640,56,かえつ有明中学校,思考力特待,関東,13108,東京都,江東区,NA,東雲駅,10,私立,共学,3.7,98.5507482633681,100
656,640,56,かえつ有明中学校,AL思考力特待,関東,13108,東京都,江東区,NA,東雲駅,10,私立,共学,3.7,98.5507482633681,100
657,640,56,品川女子学院中等部,1回,関東,13109,東京都,品川区,NA,北品川駅,4,私立,女子校,3.94,98.5507482633681,100
658,640,56,品川女子学院中等部,2回,関東,13109,東京都,品川区,NA,北品川駅,4,私立,女子校,3.94,98.5507482633681,100
659,640,56,品川女子学院中等部,表現力･総合,関東,13109,東京都,品川区,NA,北品川駅,4,私立,女子校,3.94,98.5507482633681,100
660,640,56,青稜中学校,1回A,関東,13109,東京都,品川区,NA,下神明駅,2,私立,共学,3.65,98.5507482633681,100
661,640,56,昭和女子大学附属昭和中学校,ｸﾞﾛｰﾊﾞﾙGB,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,9,私立,女子校,3.38,98.5507482633681,100
662,640,56,昭和女子大学附属昭和中学校,ｽｰﾊﾟｰｻｲｴﾝｽSB,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,9,私立,女子校,3.38,98.5507482633681,100
663,640,56,田園調布学園中等部,2回,関東,13112,東京都,世田谷区,NA,田園調布駅,10,私立,女子校,3.7,98.5507482633681,100
664,640,56,成城学園中学校,2回,関東,13112,東京都,世田谷区,NA,成城学園前駅,5,私立,共学,3.75,98.5507482633681,100
665,640,56,実践女子学園中学校,一般第5回,関東,13113,東京都,渋谷区,NA,渋谷駅,14,私立,女子校,2.92,98.5507482633681,100
666,640,56,東京女学館中学校,4回,関東,13113,東京都,渋谷区,NA,広尾駅,16,私立,女子校,3.64,98.5507482633681,100
667,640,56,富士見中学校,1回,関東,13120,東京都,練馬区,NA,中村橋駅,3,私立,女子校,3.58,98.5507482633681,100
668,640,56,富士見中学校,3回,関東,13120,東京都,練馬区,NA,中村橋駅,3,私立,女子校,3.58,98.5507482633681,100
669,640,56,東京電機大学中学校,2回,関東,13210,東京都,小金井市,NA,東小金井駅,11,私立,共学,3.3299999999999996,98.5507482633681,100
670,640,56,東京電機大学中学校,3回,関東,13210,東京都,小金井市,NA,東小金井駅,11,私立,共学,3.3299999999999996,98.5507482633681,100
671,640,56,日本大学中学校,適性検査･AF,関東,14100,神奈川県,横浜市,港北区,日吉駅,15,私立,共学,3.62,94.6540436924625,97.6473537594133
672,640,56,公文国際学園中等部,A,関東,14100,神奈川県,横浜市,戸塚区,大船駅,NA,私立,共学,4,94.6540436924625,97.6473537594133
673,640,56,公文国際学園中等部,B,関東,14100,神奈川県,横浜市,戸塚区,大船駅,NA,私立,共学,4,94.6540436924625,97.6473537594133
674,640,56,山手学院中学校,A,関東,14100,神奈川県,横浜市,栄区,港南台駅,15,私立,共学,3.7800000000000002,94.6540436924625,97.6473537594133
675,640,56,桐蔭学園中等教育学校1回午前･4科,NA,関東,14100,神奈川県,横浜市,青葉区,市が尾駅,NA,私立,共学,3.86,94.6540436924625,97.6473537594133
676,640,56,カリタス女子中学校,2回,関東,14130,神奈川県,川崎市,多摩区,中野島駅,11,私立,女子校,3.38,94.6540436924625,99.2867924969869
677,640,56,日本女子大学附属中学校,1回,関東,14130,神奈川県,川崎市,多摩区,読売ランド前駅,13,私立,女子校,3.94,94.6540436924625,99.2867924969869
678,640,56,日本女子大学附属中学校,2回,関東,14130,神奈川県,川崎市,多摩区,読売ランド前駅,13,私立,女子校,3.94,94.6540436924625,99.2867924969869
679,640,56,桐光学園中学校,男子部2回,関東,14130,神奈川県,川崎市,麻生区,栗平駅,16,私立,共学,3.44,94.6540436924625,99.2867924969869
680,640,56,清泉女学院中学校,SP,関東,14204,神奈川県,鎌倉市,NA,大船駅,NA,私立,女子校,3.7600000000000002,94.6540436924625,96.373690000579
681,640,56,湘南白百合学園中学校,英語資格,関東,14205,神奈川県,藤沢市,NA,目白山下駅,7,私立,女子校,3.7800000000000002,94.6540436924625,94.1726462274408
682,640,56,埼玉栄中学校,3回難関大,関東,11100,埼玉県,さいたま市,西区,西大宮駅,5,私立,共学,3.3499999999999996,81.6736001764522,93.9118974339608
683,640,56,星野学園中学校,理数選抜第2回,関東,11201,埼玉県,川越市,NA,西川越駅,22,私立,共学,3.3,81.6736001764522,80.9454241886674
684,640,56,西武学園文理中学校,2回特待,関東,11215,埼玉県,狭山市,NA,笠幡駅,NA,私立,共学,3.42,81.6736001764522,85.5990961607005
685,640,56,伊奈学園中学校,NA,関東,11301,埼玉県,伊奈町,NA,羽貫駅,12,公立,共学,3.58,81.6736001764522,83.7470172386878
686,640,56,麗澤中学校,第2回EE,関東,12217,千葉県,柏市,NA,南柏駅,24,私立,共学,3.73,76.754353582158,91.5276175469203
687,640,56,麗澤中学校,第3回EE,関東,12217,千葉県,柏市,NA,南柏駅,24,私立,共学,3.73,76.754353582158,91.5276175469203
688,640,56,土浦日本大学中等教育学校ICAP,NA,関東,8203,茨城県,土浦市,NA,土浦駅,NA,私立,共学,3.25,40.7899312489078,59.3254219632023
689,640,56,江戸川学園取手中学校,1回難関大･5科,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
690,640,56,江戸川学園取手中学校,1回難関大･英語,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
691,640,56,茗溪学園中学校,AC1回･推薦,関東,8220,茨城県,つくば市,NA,つくば駅,NA,私立,共学,3.8099999999999996,40.7899312489078,38.263895785745
692,640,56,茗溪学園中学校,AC2回･一般4科,関東,8220,茨城県,つくば市,NA,つくば駅,NA,私立,共学,3.8099999999999996,40.7899312489078,38.263895785745
693,640,56,宇都宮東高等学校附属中学校,NA,関東,9201,栃木県,宇都宮市,NA,宇都宮駅,NA,公立,共学,3.8699999999999997,48.0620191128865,77.8044440846099
694,640,56,佐久長聖中学校,東京入試,中部,20217,長野県,佐久市,NA,岩村田駅,27,私立,共学,3.51,35.1508365921863,19.4482632206031
695,640,56,金沢大学附属中学校,NA,中部,17201,石川県,金沢市,NA,野町駅,NA,国立,共学,3.53,53.9028684551172,86.1775613378406
696,640,56,福井大学教育学部附属義務教育学校,NA,中部,18201,福井県,福井市,NA,八ツ島駅,9,国立,共学,3.3499999999999996,46.3483047167486,70.4625506998872
697,640,56,名古屋大学教育学部附属中学校,NA,中部,23100,愛知県,名古屋市,千種区,名古屋大学駅,4,国立,共学,3.94,78.7843681367308,98.7497941836294
698,640,56,愛知淑徳中学校,NA,中部,23100,愛知県,名古屋市,千種区,星ヶ丘駅,7,私立,女子校,3.4299999999999997,78.7843681367308,98.7497941836294
699,640,56,海陽中等教育学校Ⅲ,NA,中部,23214,愛知県,蒲郡市,NA,三河大塚駅,21,私立,男子校,4.1899999999999995,78.7843681367308,68.8161633433076
700,640,56,静岡大学教育学部附属島田中学校,NA,中部,22209,静岡県,島田市,NA,島田駅,26,国立,共学,3.59,61.5799506881258,55.2147431544417
701,640,56,高田中学校,NA,近畿,24201,三重県,津市,NA,一身田駅,9,私立,共学,4.04,43.7261545518327,50.1069072656873
702,640,56,清風中学校,後期ﾁｬﾚﾝｼﾞ･理Ⅱ,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,2,私立,男子校,3.92,95.935960605068,99.9851039742597
703,640,56,開明中学校,1次後期A理数併願,近畿,27100,大阪府,大阪市,城東区,京橋駅,12,私立,共学,3.75,95.935960605068,99.9851039742597
704,640,56,開明中学校,1次後期B理数併願,近畿,27100,大阪府,大阪市,城東区,京橋駅,12,私立,共学,3.75,95.935960605068,99.9851039742597
705,640,56,開明中学校,前期ｽｰﾊﾟｰ理数専願,近畿,27100,大阪府,大阪市,城東区,京橋駅,12,私立,共学,3.75,95.935960605068,99.9851039742597
706,640,56,帝塚山学院泉ヶ丘中学校,1次BⅡ類,近畿,27140,大阪府,堺市,南区,泉ヶ丘駅,NA,私立,共学,3.86,95.935960605068,95.4018647696999
707,640,56,帝塚山学院泉ヶ丘中学校,2次Ⅱ類,近畿,27140,大阪府,堺市,南区,泉ヶ丘駅,NA,私立,共学,3.86,95.935960605068,95.4018647696999
708,640,56,金蘭千里中学校,女子･中期M,近畿,27205,大阪府,吹田市,NA,北千里駅,14,私立,共学,3.72,95.935960605068,100
709,640,56,金蘭千里中学校,男子･後期C,近畿,27205,大阪府,吹田市,NA,北千里駅,14,私立,共学,3.72,95.935960605068,100
710,640,56,関西大学中等部,後期,近畿,27207,大阪府,高槻市,NA,高槻市駅,13,私立,共学,3.3,95.935960605068,95.2259440087554
711,640,56,初芝富田林中学校,後期A S特進α,近畿,27214,大阪府,富田林市,NA,滝谷不動駅,26,私立,共学,3.74,95.935960605068,77.549931462111
712,640,56,大阪桐蔭中学校,L特別･E専願,近畿,27218,大阪府,大東市,NA,野崎駅,23,私立,共学,3.8699999999999997,95.935960605068,98.8371995610177
713,640,56,大阪桐蔭中学校,後期E,近畿,27218,大阪府,大東市,NA,野崎駅,23,私立,共学,3.8699999999999997,95.935960605068,98.8371995610177
714,640,56,関西学院千里国際中等部,一般生,近畿,27220,大阪府,箕面市,NA,北千里駅,19,私立,共学,3.21,95.935960605068,92.6578893532455
715,640,56,近畿大学附属中学校,後期医薬,近畿,27227,大阪府,東大阪市,NA,八戸ノ里駅,23,私立,共学,3.3899999999999997,95.935960605068,99.7611045876017
716,640,56,滝川中学校,後期･医進選抜,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,7,私立,共学,3.73,78.7931642111018,93.9352274396257
717,640,56,滝川中学校,前期午後･医進選抜,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,7,私立,共学,3.73,78.7931642111018,93.9352274396257
718,640,56,滝川中学校,中期･医進選抜,近畿,28100,兵庫県,神戸市,須磨区,板宿駅,7,私立,共学,3.73,78.7931642111018,93.9352274396257
719,640,56,関西学院中学部A 男子,NA,近畿,28204,兵庫県,西宮市,NA,仁川駅,20,私立,共学,4.109999999999999,78.7931642111018,93.6507773066413
720,640,56,甲南中学校,Ⅰ期午後F,近畿,28206,兵庫県,芦屋市,NA,芦屋川駅,27,私立,男子校,3.82,78.7931642111018,97.4063584676647
721,640,56,雲雀丘学園中学校,A午後,近畿,28214,兵庫県,宝塚市,NA,雲雀丘花屋敷駅,5,私立,共学,3.68,78.7931642111018,94.7684072922555
722,640,56,三田学園中学校,前期A/S,近畿,28219,兵庫県,三田市,NA,横山駅,6,私立,共学,3.9299999999999997,78.7931642111018,75.0114429044838
723,640,56,兵庫県立大学附属中学校,NA,近畿,28481,兵庫県,上郡町,NA,西栗栖駅,NA,公立,共学,3.7800000000000002,78.7931642111018,0
724,640,56,同志社女子中学校,前期LA,近畿,26100,京都府,京都市,上京区,今出川駅,14,私立,女子校,4.05,84.4101847610263,95.5079615473693
725,640,56,滋賀大学教育学部附属中学校,NA,近畿,25201,滋賀県,大津市,NA,錦駅,5,国立,共学,3.44,53.3485897807741,81.2397484568349
726,640,56,立命館守山中学校,B1一般,近畿,25207,滋賀県,守山市,NA,守山駅,26,私立,共学,3.86,53.3485897807741,73.6243932913643
727,640,56,立命館守山中学校,B2一般,近畿,25207,滋賀県,守山市,NA,守山駅,26,私立,共学,3.86,53.3485897807741,73.6243932913643
728,640,56,帝塚山中学校,2次A男子英数,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
729,640,56,帝塚山中学校,2次B女子特進,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
730,640,56,帝塚山中学校,B女子特進,近畿,29201,奈良県,奈良市,NA,学園前駅,6,私立,共学,4.06,67.0351906003369,87.0518568649014
731,640,56,智辯学園和歌山中学校,前期総合選抜,近畿,30201,和歌山県,和歌山市,NA,黒江駅,9,私立,共学,3.55,37.7452893178291,76.9721553336006
732,640,56,就実中学校,1期･適性特進A,中国,33100,岡山県,岡山市,北区,城下駅,9,私立,共学,3.61,48.6021736551806,69.7364807897435
733,640,56,就実中学校,2期･特進A,中国,33100,岡山県,岡山市,北区,城下駅,9,私立,共学,3.61,48.6021736551806,69.7364807897435
734,640,56,岡山中学校,東大･国立医A,中国,33100,岡山県,岡山市,南区,備中箕島駅,19,私立,共学,3.4499999999999997,48.6021736551806,69.7364807897435
735,640,56,如水館中学校,1回･S類併願,中国,34204,広島県,三原市,NA,糸崎駅,NA,私立,共学,3,65.4047466480361,49.335894803087
736,640,56,山口大学教育学部附属山口中学校,NA,中国,35203,山口県,山口市,NA,山口駅,19,国立,共学,3.44,50.9437364527193,51.0331707618861
737,640,56,山口大学教育学部附属光中学校,第一回,中国,35210,山口県,光市,NA,岩田駅,NA,国立,共学,3.4499999999999997,50.9437364527193,50.3253142696494
738,640,56,山口大学教育学部附属光中学校,第二回,中国,35210,山口県,光市,NA,岩田駅,NA,国立,共学,3.4499999999999997,50.9437364527193,50.3253142696494
739,640,56,済美平成中等教育学校専願,NA,四国,38201,愛媛県,松山市,NA,土居田駅,19,私立,共学,3.44,53.9999895118595,83.6358941454483
740,640,56,上智福岡中学校,一般,九州・沖縄,40130,福岡県,福岡市,中央区,桜坂駅,14,私立,共学,3.3899999999999997,73.7395754100998,97.0081096904475
741,640,56,佐賀大学文化教育学部附属中学校,NA,九州・沖縄,41201,佐賀県,佐賀市,NA,佐賀駅,29,国立,共学,3.44,34.8611484246564,59.6054024629127
742,640,56,唐津東中学校,NA,九州・沖縄,41202,佐賀県,唐津市,NA,東唐津駅,22,公立,共学,3,34.8611484246564,35.82084465763
743,640,56,諫早高等学校附属中学校,NA,九州・沖縄,42204,長崎県,諫早市,NA,本諫早駅,6,公立,共学,3.48,48.1089553819695,46.9219735229956
744,640,56,大分中学校,一般,九州・沖縄,44201,大分県,大分市,NA,牧駅,NA,私立,共学,3.3899999999999997,48.7423610938095,73.8470692620486
745,640,56,大分中学校,推薦入試,九州・沖縄,44201,大分県,大分市,NA,牧駅,NA,私立,共学,3.3899999999999997,48.7423610938095,73.8470692620486
746,640,56,志學館中等部,特待二種,九州・沖縄,46201,鹿児島県,鹿児島市,NA,南鹿児島駅,7,私立,共学,3.05,41.5992761872142,80.6751662373046
747,640,56,日立第一高等学校附属中学校,NA,関東,8202,茨城県,日立市,NA,日立駅,NA,公立,共学,3.74,40.7899312489078,83.4540536823527
748,640,56,札幌開成中等教育学校,NA,北海道,1100,北海道,札幌市,東区,元町駅,NA,公立,共学,3.62,76.0440292813976,97.0934354247376
749,640,56,ドルトン東京学園中等部,2/2午前,関東,13208,東京都,調布市,NA,仙川駅,NA,私立,共学,3.55,98.5507482633681,100
750,640,56,水都国際中学校,NA,近畿,27100,大阪府,大阪市,住之江区,ポートタウン西駅,NA,公立,共学,3,95.935960605068,99.9851039742597
751,751,55,北嶺中学校,本校･仙台一般,北海道,1100,北海道,札幌市,清田区,福住駅,NA,私立,男子校,4,76.0440292813976,97.0934354247376
752,751,55,岩手大学教育学部附属中学校,NA,東北,3201,岩手県,盛岡市,NA,山岸駅,19,国立,共学,3.3699999999999997,33.0635901180801,81.2650354984451
753,751,55,会津学鳳中学校,NA,東北,7202,福島県,会津若松市,NA,会津若松駅,28,公立,共学,3.34,42.1742441434207,71.8801117775354
754,751,55,九段中等教育学校A･千代田区内,NA,関東,13101,東京都,千代田区,NA,九段下駅,7,公立,共学,3.9499999999999997,98.5507482633681,100
755,751,55,山脇学園中学校,英語A,関東,13103,東京都,港区,NA,赤坂見附駅,9,私立,女子校,3.3,98.5507482633681,100
756,751,55,郁文館中学校,第1回･IPｸﾗｽ選抜,関東,13105,東京都,文京区,NA,東大前駅,8,私立,共学,3.4499999999999997,98.5507482633681,100
757,751,55,郁文館中学校,適性検査･IPｸﾗｽ選抜,関東,13105,東京都,文京区,NA,東大前駅,8,私立,共学,3.4499999999999997,98.5507482633681,100
758,751,55,日本大学豊山中学校,4回,関東,13105,東京都,文京区,NA,護国寺駅,3,私立,男子校,3.64,98.5507482633681,100
759,751,55,目黒日本大学中学校,適性,関東,13110,東京都,目黒区,NA,目黒駅,6,私立,共学,3.75,98.5507482633681,100
760,751,55,昭和女子大学附属昭和中学校,ｸﾞﾛｰﾊﾞﾙGA,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,9,私立,女子校,3.38,98.5507482633681,100
761,751,55,昭和女子大学附属昭和中学校,ｽｰﾊﾟｰｻｲｴﾝｽSA,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,9,私立,女子校,3.38,98.5507482633681,100
762,751,55,昭和女子大学附属昭和中学校,本科B,関東,13112,東京都,世田谷区,NA,三軒茶屋駅,9,私立,女子校,3.38,98.5507482633681,100
763,751,55,田園調布学園中等部,1回,関東,13112,東京都,世田谷区,NA,田園調布駅,10,私立,女子校,3.7,98.5507482633681,100
764,751,55,実践女子学園中学校,一般英語資格第2回,関東,13113,東京都,渋谷区,NA,渋谷駅,14,私立,女子校,2.92,98.5507482633681,100
765,751,55,実践女子学園中学校,一般第6回,関東,13113,東京都,渋谷区,NA,渋谷駅,14,私立,女子校,2.92,98.5507482633681,100
766,751,55,東京女学館中学校,3回,関東,13113,東京都,渋谷区,NA,広尾駅,16,私立,女子校,3.64,98.5507482633681,100
767,751,55,東京大学教育学部附属中等教育学校推薦選抜,NA,関東,13114,東京都,中野区,NA,中野新橋駅,11,国立,共学,3.8099999999999996,98.5507482633681,100
768,751,55,佼成学園中学校,第1回適性型特奨,関東,13115,東京都,杉並区,NA,方南町駅,8,私立,男子校,3.38,98.5507482633681,100
769,751,55,淑徳巣鴨中学校,ｽｶﾗｼｯﾌﾟ第1回,関東,13116,東京都,豊島区,NA,西巣鴨駅,6,私立,共学,3.34,98.5507482633681,100
770,751,55,東洋大学京北中学校,2回,関東,13105,東京都,文京区,NA,白山駅,13,私立,共学,3.72,98.5507482633681,100
771,751,55,聖学院中学校,3回ｱﾄﾞﾊﾞﾝｽﾄ,関東,13117,東京都,北区,NA,駒込駅,7,私立,男子校,3.44,98.5507482633681,100
772,751,55,淑徳中学校,1回S特進,関東,13119,東京都,板橋区,NA,志村三丁目駅,18,私立,共学,3.6,98.5507482633681,100
773,751,55,穎明館中学校,第3回一般,関東,13201,東京都,八王子市,NA,狭間駅,NA,私立,共学,3.56,98.5507482633681,90.6689335554194
774,751,55,晃華学園中学校,3回午前,関東,13208,東京都,調布市,NA,柴崎駅,20,私立,女子校,3.8499999999999996,98.5507482633681,100
775,751,55,桜美林中学校,45325,関東,13209,東京都,町田市,NA,淵野辺駅,25,私立,共学,3.24,98.5507482633681,94.9798064855862
776,751,55,東京電機大学中学校,4回,関東,13210,東京都,小金井市,NA,東小金井駅,11,私立,共学,3.3299999999999996,98.5507482633681,100
777,751,55,森村学園中等部,1回,関東,14100,神奈川県,横浜市,緑区,つくし野駅,8,私立,共学,3.5,94.6540436924625,97.6473537594133
778,751,55,森村学園中等部,2回,関東,14100,神奈川県,横浜市,緑区,つくし野駅,8,私立,共学,3.5,94.6540436924625,97.6473537594133
779,751,55,森村学園中等部,3回,関東,14100,神奈川県,横浜市,緑区,つくし野駅,8,私立,共学,3.5,94.6540436924625,97.6473537594133
780,751,55,桐蔭学園中等教育学校1回午前･探求,NA,関東,14100,神奈川県,横浜市,青葉区,市が尾駅,NA,私立,共学,3.86,94.6540436924625,97.6473537594133
781,751,55,カリタス女子中学校,1回,関東,14130,神奈川県,川崎市,多摩区,中野島駅,11,私立,女子校,3.38,94.6540436924625,99.2867924969869
782,751,55,カリタス女子中学校,4回,関東,14130,神奈川県,川崎市,多摩区,中野島駅,11,私立,女子校,3.38,94.6540436924625,99.2867924969869
783,751,55,湘南学園中学校,D,関東,14205,神奈川県,藤沢市,NA,鵠沼駅,8,私立,共学,3.53,94.6540436924625,94.1726462274408
784,751,55,湘南白百合学園中学校,一般英語資格,関東,14205,神奈川県,藤沢市,NA,目白山下駅,7,私立,女子校,3.7800000000000002,94.6540436924625,94.1726462274408
785,751,55,埼玉栄中学校,3回進学,関東,11100,埼玉県,さいたま市,西区,西大宮駅,5,私立,共学,3.3499999999999996,81.6736001764522,93.9118974339608
786,751,55,埼玉栄中学校,4回医学,関東,11100,埼玉県,さいたま市,西区,西大宮駅,5,私立,共学,3.3499999999999996,81.6736001764522,93.9118974339608
787,751,55,埼玉栄中学校,4回難関大,関東,11100,埼玉県,さいたま市,西区,西大宮駅,5,私立,共学,3.3499999999999996,81.6736001764522,93.9118974339608
788,751,55,浦和ルーテル学院中学校,第1回英検利用型,関東,11100,埼玉県,さいたま市,浦和区,浦和駅,22,私立,共学,3.4699999999999998,81.6736001764522,93.9118974339608
789,751,55,昌平中学校,第3回Tｸﾗｽ,関東,11464,埼玉県,杉戸町,NA,杉戸高野台駅,19,私立,共学,3.08,81.6736001764522,55.2582962709545
790,751,55,麗澤中学校,第4回EE,関東,12217,千葉県,柏市,NA,南柏駅,24,私立,共学,3.73,76.754353582158,91.5276175469203
791,751,55,土浦日本大学中等教育学校CSAT,NA,関東,8203,茨城県,土浦市,NA,土浦駅,NA,私立,共学,3.25,40.7899312489078,59.3254219632023
792,751,55,江戸川学園取手中学校,2回難関大･5科,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
793,751,55,江戸川学園取手中学校,2回難関大･英語,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
794,751,55,江戸川学園取手中学校,2回難関大･適性,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
795,751,55,江戸川学園取手中学校,3回難関大･5科,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
796,751,55,江戸川学園取手中学校,3回難関大･英語,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
797,751,55,江戸川学園取手中学校,3回難関大･適正,関東,8217,茨城県,取手市,NA,新取手駅,26,私立,共学,3.8299999999999996,40.7899312489078,73.6156289464621
798,751,55,茗溪学園中学校,MG2回･一般4科,関東,8220,茨城県,つくば市,NA,つくば駅,NA,私立,共学,3.8099999999999996,40.7899312489078,38.263895785745
799,751,55,茗溪学園中学校,MG3回･一般総合,関東,8220,茨城県,つくば市,NA,つくば駅,NA,私立,共学,3.8099999999999996,40.7899312489078,38.263895785745
800,751,55,佐野高等学校附属中学校,NA,関東,9204,栃木県,佐野市,NA,佐野駅,10,公立,共学,3.9099999999999997,48.0620191128865,46.1549712633789
801,751,55,幸福の科学学園中学校,NA,関東,9407,栃木県,那須町,NA,高久駅,NA,私立,共学,3.53,48.0620191128865,0
802,751,55,海陽中等教育学校Ⅰ,NA,中部,23214,愛知県,蒲郡市,NA,三河大塚駅,21,私立,男子校,4.1899999999999995,78.7843681367308,68.8161633433076
803,751,55,海陽中等教育学校Ⅱ,NA,中部,23214,愛知県,蒲郡市,NA,三河大塚駅,21,私立,男子校,4.1899999999999995,78.7843681367308,68.8161633433076
804,751,55,静岡聖光学院中学校,BIGIRION,中部,22100,静岡県,静岡市,駿河区,県総合運動場駅,NA,私立,男子校,3.62,61.5799506881258,89.2687942843051
805,751,55,清風中学校,後期ﾁｬﾚﾝｼﾞ･理Ⅰ,近畿,27100,大阪府,大阪市,天王寺区,大阪上本町駅,2,私立,男子校,3.92,95.935960605068,99.9851039742597
806,751,55,常翔学園中学校,BｽｰﾊﾟｰJ,近畿,27100,大阪府,大阪市,旭区,千林大宮駅,13,私立,共学,3.22,95.935960605068,99.9851039742597
807,751,55,大谷中学校,大阪･二次医進,近畿,27100,大阪府,大阪市,阿倍野区,松田町駅,7,私立,女子校,3.32,95.935960605068,99.9851039742597
808,751,55,帝塚山学院泉ヶ丘中学校,1次AⅡ類,近畿,27140,大阪府,堺市,南区,泉ヶ丘駅,NA,私立,共学,3.86,95.935960605068,95.4018647696999
809,751,55,金蘭千里中学校,女子･中期J,近畿,27205,大阪府,吹田市,NA,北千里駅,14,私立,共学,3.72,95.935960605068,100
810,751,55,金蘭千里中学校,男子･後期T,近畿,27205,大阪府,吹田市,NA,北千里駅,14,私立,共学,3.72,95.935960605068,100
811,751,55,金蘭千里中学校,男子･中期M,近畿,27205,大阪府,吹田市,NA,北千里駅,14,私立,共学,3.72,95.935960605068,100
812,751,55,清教学園中学校,後期S特進Ⅰ,近畿,27216,大阪府,河内長野市,NA,河内長野駅,19,私立,共学,3.59,95.935960605068,66.3051174133659
813,751,55,清教学園中学校,後期S特進Ⅱ,近畿,27216,大阪府,河内長野市,NA,河内長野駅,19,私立,共学,3.59,95.935960605068,66.3051174133659
814,751,55,大阪桐蔭中学校,L特別･E,近畿,27218,大阪府,大東市,NA,野崎駅,23,私立,共学,3.8699999999999997,95.935960605068,98.8371995610177
815,751,55,淳心学院中学校,前期Aヴｪﾘﾀｽ,近畿,28201,兵庫県,姫路市,NA,京口駅,11,私立,男子校,3.82,78.7931642111018,74.0061640543266
816,751,55,夙川中学校,2回･Aｺｰｽ,近畿,28100,兵庫県,神戸市,兵庫区,湊川公園駅,12,私立,共学,4.23,78.7931642111018,93.9352274396257
817,751,55,甲南中学校,Ⅲ期A,近畿,28206,兵庫県,芦屋市,NA,芦屋川駅,27,私立,男子校,3.82,78.7931642111018,97.4063584676647
818,751,55,雲雀丘学園中学校,A午前,近畿,28214,兵庫県,宝塚市,NA,雲雀丘花屋敷駅,5,私立,共学,3.68,78.7931642111018,94.7684072922555
819,751,55,同志社中学校,NA,近畿,26100,京都府,京都市,左京区,岩倉駅,9,私立,共学,3.65,84.4101847610263,95.5079615473693
820,751,55,東山中学校,後期ｴｰｽ,近畿,26100,京都府,京都市,左京区,蹴上駅,13,私立,男子校,3.8299999999999996,84.4101847610263,95.5079615473693
821,751,55,京都女子中学校,B1 藤華,近畿,26100,京都府,京都市,東山区,七条駅,15,私立,女子校,3.59,84.4101847610263,95.5079615473693
822,751,55,京都女子中学校,B2 藤華,近畿,26100,京都府,京都市,東山区,七条駅,15,私立,女子校,3.59,84.4101847610263,95.5079615473693
